;kode_sarana;jenis_sarana;nama_pemilik;nama_daop;lokasi;tahun_pembuatan;umur;range_usia;asal_pabrikan
24;K1190141;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1190142;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1190143;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1190144;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1189177;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189178;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1190145;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K119197;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1991;30;21-30 th;LN
24;K119198;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1991;30;21-30 th;LN
24;K119199;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1991;30;21-30 th;LN
24;K1191100;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1991;30;21-30 th;LN
24;K1191101;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1991;30;21-30 th;LN
24;K1191102;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1991;30;21-30 th;LN
24;K1191103;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1991;30;21-30 th;LN
24;K1191104;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1991;30;21-30 th;LN
24;K1186110;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1188213;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188214;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1190146;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1190147;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1188215;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188216;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1186111;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1188217;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188218;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188219;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188220;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188221;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188222;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188223;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188224;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1189179;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189180;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189181;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189182;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189183;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189184;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189185;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189186;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1186112;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186113;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186114;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186115;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186116;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186117;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186118;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186119;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1188225;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188226;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188227;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188228;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188229;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188230;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188231;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188232;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1189187;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189188;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189189;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189190;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189191;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189192;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189193;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K1189194;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1989;32;>30 th;LN
24;K118587;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K1188233;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188234;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1190148;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1190149;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1188235;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188236;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K118588;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K118589;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K1188237;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188238;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1190150;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1190151;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1188239;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188240;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K118590;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K1188241;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188242;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188243;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188244;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188245;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188246;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188247;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188248;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K118591;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K1186120;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186121;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1190152;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1190153;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1186122;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186123;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K118592;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K1186124;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186125;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186126;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186127;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186128;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186129;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186130;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1186131;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1986;35;>30 th;LN
24;K1188249;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188250;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188251;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188252;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188253;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188254;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188255;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188256;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K118593;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K1188257;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188258;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1190154;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1190155;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1188259;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188260;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K118594;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K118595;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K1188261;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188262;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1190156;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K1190157;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1990;31;>30 th;LN
24;K118596;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K118597;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K118598;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1985;36;>30 th;LN
24;K1188263;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188264;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188265;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188266;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188267;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188268;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188269;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
24;K1188270;KRL;PT Kereta Commuter Indonesia;PT KAI COMMUTER JABOTABEK;JAWA;1988;33;>30 th;LN
25;CC3001202;Lokomotif;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2012;9;<=10 th;LN
25;SI00901;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2009;12;11-20 th;ID
25;SI00902;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2009;12;11-20 th;ID
25;SI01101;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;SI01102;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;MP301003;Kereta;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2010;11;11-20 th;ID
25;SU31401;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2014;7;<=10 th;LN
25;SR31403;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2014;7;<=10 th;LN
25;SI01601;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2016;5;<=10 th;ID
25;SK31201;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2012;9;<=10 th;LN
25;SK31301;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2013;8;<=10 th;LN
25;SK31302;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2013;8;<=10 th;LN
25;SK31303;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2013;8;<=10 th;LN
25;SK31401;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2014;7;<=10 th;LN
25;SI31501;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2015;6;<=10 th;ID
25;SI31502;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2015;6;<=10 th;ID
25;SU01801;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2018;3;<=10 th;ID
25;SN01401;Peralatan Khusus;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2014;7;<=10 th;ID
25;K311101;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311102;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311103;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311104;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311105;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311106;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311107;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311108;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311109;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311110;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311111;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311112;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311113;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311114;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311115;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311116;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311117;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311118;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311119;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311120;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311121;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311122;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311123;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311124;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311125;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311126;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311127;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311128;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311129;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311130;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311131;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311132;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311133;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311134;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311135;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311136;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311137;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311138;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311139;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
25;K311140;KRL;Ditjen Perkeretaapian;BALAI PERAWATAN;JAWA;2011;10;<=10 th;ID
26;SC38301;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1983;38;>30 th;LN
26;SC39301;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1993;28;21-30 th;LN
26;SN09101;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1991;30;21-30 th;LN
26;SN03103;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1931;90;>30 th;LN
26;SN03104;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1931;90;>30 th;LN
26;SN03105;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1931;90;>30 th;LN
26;SN03106;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1931;90;>30 th;LN
26;SN08512;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1985;36;>30 th;ID
26;SK38203;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1982;39;>30 th;LN
26;K206501;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1965;56;>30 th;LN
26;K206514;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1965;56;>30 th;LN
26;K207843;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1978;43;>30 th;LN
26;K306589;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1965;56;>30 th;LN
26;K306584;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1965;56;>30 th;LN
26;K306586;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1965;56;>30 th;LN
26;K306590;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1965;56;>30 th;LN
26;K306591;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1965;56;>30 th;LN
26;K306694;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1966;55;>30 th;LN
26;K300728;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;2007;14;11-20 th;ID
26;K300729;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;2007;14;11-20 th;ID
26;K300730;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;2007;14;11-20 th;ID
26;K300731;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;2007;14;11-20 th;ID
26;K300732;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;2007;14;11-20 th;ID
26;K300733;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;2007;14;11-20 th;ID
26;KMP306401;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1964;57;>30 th;LN
26;KMP306616;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1966;55;>30 th;LN
26;MP207802;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1978;43;>30 th;LN
26;MP208201;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1982;39;>30 th;LN
26;MP207801;Kereta;PT Kereta Api Indonesia (Persero);DIVRE IV LAMPUNG;SUMATERA;1978;43;>30 th;LN
