;kode_sarana;jenis_sarana;nama_pemilik;nama_daop;lokasi;tahun_pembuatan;umur;range_usia;asal_pabrikan
12;K331107;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2011;10;<=10 th;ID
12;K331108;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2011;10;<=10 th;ID
12;SR39412;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1994;27;21-30 th;LN
12;K321221;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2012;9;<=10 th;ID
12;K321222;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2012;9;<=10 th;ID
12;K321223;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2012;9;<=10 th;ID
12;K321224;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2012;9;<=10 th;ID
12;K321225;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2012;9;<=10 th;ID
12;K321001;RailBus;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2010;11;11-20 th;ID
12;K321002;RailBus;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2010;11;11-20 th;ID
12;K321003;RailBus;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2010;11;11-20 th;ID
12;K108202;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1982;39;>30 th;LN
12;P06813;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1968;53;>30 th;LN
12;K106718;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1967;54;>30 th;LN
12;K109812;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1998;23;21-30 th;ID
12;M106804;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1968;53;>30 th;LN
12;CC2061358;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061361;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061326;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061327;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061330;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061331;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061362;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061363;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061367;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061369;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061384;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061385;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;CC2061392;Lokomotif;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2013;8;<=10 th;LN
12;K301004;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2010;11;11-20 th;ID
12;K301007;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2010;11;11-20 th;ID
12;K301101;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2011;10;<=10 th;ID
12;K301102;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2011;10;<=10 th;ID
12;P06803;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1968;53;>30 th;LN
12;P06810;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1968;53;>30 th;LN
12;MP301001;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2010;11;11-20 th;ID
12;MP301002;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2010;11;11-20 th;ID
12;P07803;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1978;43;>30 th;LN
12;SN08001;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1980;41;>30 th;LN
12;B00716;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2007;14;11-20 th;ID
12;B00717;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2007;14;11-20 th;ID
12;GB258302;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258303;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258301;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258306;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258307;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258309;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258310;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258311;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258312;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258313;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258314;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258315;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;GB258316;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1983;38;>30 th;LN
12;K301233;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2012;9;<=10 th;ID
12;K301401;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301402;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301403;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301404;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301405;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301406;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301407;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301408;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301409;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301415;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301416;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301418;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301419;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301420;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301438;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301439;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301441;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301442;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301443;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301445;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;K301446;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;MP301401;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;MP301402;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2014;7;<=10 th;ID
12;MP301603;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2016;5;<=10 th;ID
12;SK37801;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1978;43;>30 th;LN
12;SK38205;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1982;39;>30 th;LN
12;SK38206;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1982;39;>30 th;LN
12;SK38207;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;1982;39;>30 th;LN
12;SR31502;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2015;6;<=10 th;LN
12;K101811;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101812;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101813;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101814;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101815;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101816;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101817;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101818;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101819;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101820;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;M101804;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;P01804;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101821;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101822;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101830;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;M101806;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;P01806;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101850;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K121805;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K121806;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K121807;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K121808;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101851;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101852;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101853;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101854;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101855;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101856;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101857;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101858;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301828;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301829;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301830;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301831;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301832;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301833;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301834;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K121809;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K121810;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K121811;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K121812;KRD;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101859;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101860;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301835;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301836;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301838;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301839;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301841;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301842;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301844;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101899;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K1018100;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K1018101;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K1018102;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;M101816;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;P01816;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K1018105;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K1018106;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K1018107;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K1018108;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K1018118;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K1018119;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K1018120;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301861;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301862;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301863;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301864;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301865;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301866;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;M101818;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;M101819;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;M101820;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;M101821;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;P01818;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;P01819;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;P01820;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;P01821;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K301876;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2018;3;<=10 th;ID
12;K101910;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101911;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101912;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101913;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101914;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101915;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101923;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101924;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101925;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101926;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101927;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101928;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101929;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101930;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101931;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101932;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301928;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301929;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301930;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301931;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301932;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301933;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301934;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301935;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101933;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101934;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101935;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101936;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101937;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101938;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;P01909;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;P01910;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;M101909;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;M101910;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301953;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301954;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301955;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K301956;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101944;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101945;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;K101946;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;P01913;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
12;M101913;Kereta;PT Kereta Api Indonesia (Persero);DAOP 6 YOGYAKARTA;JAWA;2019;2;<=10 th;ID
13;SN07912;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1979;42;>30 th;LN
13;SN08501;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1985;36;>30 th;LN
13;SR38407;Peralatan Khusus;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1984;37;>30 th;LN
13;GB306563;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1965;56;>30 th;LN
13;GB306574;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1965;56;>30 th;LN
13;GB306577;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1965;56;>30 th;LN
13;GB306581;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1965;56;>30 th;LN
13;GB3065115;Gerbong;PT Kereta Api Indonesia (Persero);DAOP 7 MADIUN;JAWA;1965;56;>30 th;LN
