,id,kode_sarana,kode_sarana_lama,id_kartu,jenis_sarana,id_sub_jenis,seri,tahun_dinas,id_depo,status,negara_asal,tgl_uji_pertama,tgl_masa_uji,tgl_masa_perawatan,pabrikan,created_at,last_update,nama_pemilik,nama_daop
14,3314,GD420827,PPCW 0842027,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3316,GD420829,PPCW 0842029,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2019-10-13,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3317,GD420830,PPCW 0842030,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2020-09-07,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3318,GD420831,PPCW 0842031,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3319,GD420832,PPCW 0842032,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2020-09-26,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3320,GD420833,PPCW 0842033,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3321,GD420834,PPCW 0842034,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3322,GD420835,PPCW 0842035,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3323,GD420836,PPCW 0842036,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2020-09-26,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3324,GD420837,PPCW 0842037,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2020-11-08,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3325,GD420838,PPCW 0842038,0,Gerbong,7,54,2008,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,PT INKA,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3353,GK3065175,KKW 309,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-11-08,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3354,GK3065176,KKW 310,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3355,GK3065177,KKW 311,0,Gerbong,18,209,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3356,GK3065178,KKW 313,0,Gerbong,18,210,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3358,GK3065180,KKW 320,0,Gerbong,18,211,1965,64,Aktiv,,0000-00-00,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3359,GK3065181,KKW 322,0,Gerbong,18,210,1965,64,Aktiv,,2009-12-28,2020-11-08,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3360,GK3065182,KKW 327,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-08-09,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3361,GK3065183,KKW 328,0,Gerbong,18,209,1965,64,Aktiv,,2009-12-28,2020-07-19,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3919,GK308450,KKW 301021,0,Gerbong,18,62,1984,64,Tidak Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3920,GK308451,KKW 301022,0,Gerbong,18,62,1984,64,Tidak Aktiv,,2009-12-28,2019-02-15,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3921,GK308452,KKW 301023,0,Gerbong,18,62,1984,64,Tidak Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3922,GK3065166,KKW 199,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-11-08,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3923,GK3065167,KKW 286,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3924,GK3065168,KKW 290,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-08-09,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3925,GK3065169,KKW 293,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3926,GK3065170,KKW 295,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3927,GK3065171,KKW 297,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,2019-02-15,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3928,GK3065172,KKW 299,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-09-07,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3930,GK3065174,KKW 308,0,Gerbong,18,62,1965,64,Aktiv,,0000-00-00,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3947,GK307744,KKW 262,0,Gerbong,18,62,1977,64,Aktiv,,2009-12-28,2020-09-07,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3948,GK307745,KKW 264,0,Gerbong,18,62,1977,64,Aktiv,,2009-12-28,2020-12-05,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3949,GK307746,KKW 265,0,Gerbong,18,62,1977,64,Aktiv,,2009-12-28,2020-07-19,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3950,GK307747,KKW 266,0,Gerbong,18,62,1977,64,Aktiv,,2009-12-28,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3951,GK307748,KKW 271,0,Gerbong,18,62,1977,64,Aktiv,,2009-12-28,2020-08-09,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3952,GK307749,KKW 276,0,Gerbong,18,62,1977,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3953,GK307750,KKW 277,0,Gerbong,18,62,1977,64,Aktiv,,2009-12-28,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3954,GK307751,KKW 279,0,Gerbong,18,62,1977,64,Aktiv,,0000-00-00,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3955,GK308453,KKW 301011,0,Gerbong,18,62,1984,64,Aktiv,,2009-12-28,2020-09-07,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3956,GK308454,KKW 301012,0,Gerbong,18,62,1984,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3957,GK308455,KKW 301013,0,Gerbong,18,62,1984,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3958,GK308456,KKW 301014,0,Gerbong,18,62,1984,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3962,GK308460,KKW 301018,0,Gerbong,18,62,1984,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3963,GK308461,KKW 301019,0,Gerbong,18,62,1984,64,Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3964,GK308462,KKW 301020,0,Gerbong,18,62,1984,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3965,GK3065110,KKW 10,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-07-19,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3966,GK3065111,KKW 20,0,Gerbong,18,0,1965,64,Tidak Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3967,GK3065112,KKW 24,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3968,GK3065113,KKW 26,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-09-07,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3969,GK3065114,KKW 29,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3970,GK3065115,KKW 34,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3971,GK3065116,KKW 35,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-11-08,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3975,GK3065120,KKW 46,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3977,GK3065122,KKW 49,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3979,GK3065124,KKW 58,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-11-08,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3980,GK3065125,KKW 59,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-07-19,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3981,GK3065126,KKW 63,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3982,GK3065127,KKW 67,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3983,GK3065128,KKW 68,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3984,GK3065129,KKW 71,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3986,GK3065131,KKW 73,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3987,GK3065132,KKW 76,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3988,GK3065133,KKW 77,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3989,GK3065134,KKW 80,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-07-19,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3991,GK3065136,KKW 85,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3992,GK3065137,KKW 86,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-07-19,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3993,GK3065138,KKW 89,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-07-19,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3995,GK3065140,KKW 100,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3996,GK3065141,KKW 109,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3998,GK3065143,KKW 113,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,3999,GK3065144,KKW 118,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2019-10-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4000,GK3065145,KKW 125,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-11-08,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4001,GK3065146,KKW 131,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-08-09,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4002,GK3065147,KKW 135,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4003,GK3065148,KKW 137,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2019-11-24,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4005,GK3065150,KKW 141,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-08-09,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4006,GK3065151,KKW 142,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-08-09,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4007,GK3065152,KKW 145,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4008,GK3065153,KKW 151,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4009,GK3065154,KKW 158,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4010,GK3065155,KKW 171,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4011,GK3065156,KKW 173,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4012,GK3065157,KKW 176,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-02-13,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4013,GK3065158,KKW 177,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,2019-02-15,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4014,GK3065159,KKW 181,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4016,GK3065161,KKW 189,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4017,GK3065162,KKW 192,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4018,GK3065163,KKW 193,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-11-08,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4021,GK306544,KKW 3R,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,2019-02-15,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4034,GK306557,KKW 50,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-08-09,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4036,GK306559,KKW 53,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4037,GK306560,KKW 55,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4039,GK306562,KKW 64,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4041,GK306564,KKW 69,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4045,GK306568,KKW 96,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2021-08-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4049,GK306572,KKW 124,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-09-07,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4065,GK306588,KKW 190,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,2019-02-15,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4069,GK306592,KKW 284,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2021-09-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4076,GK306599,KKW 298,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-08-09,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4077,GK3065100,KKW 301,0,Gerbong,18,62,1965,64,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4079,GK3065102,KKW 303,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-12-06,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4085,GK3065108,KKW 323,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2020-07-19,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4086,GK3065109,KKW 7,0,Gerbong,18,62,1965,64,Aktiv,,2009-12-28,2021-09-27,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4090,GK307717,KKW 216,0,Gerbong,18,62,1977,64,Aktiv,,2009-12-28,2020-11-08,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
14,4091,GK307718,KKW 218,0,Gerbong,18,62,1977,64,Aktiv,,2009-12-28,2020-08-09,0000-00-00,ARAD (RUMANIA),0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DAOP 8 SURABAYA
