,id,kode_sarana,kode_sarana_lama,id_kartu,jenis_sarana,id_sub_jenis,seri,tahun_dinas,id_depo,status,negara_asal,tgl_uji_pertama,tgl_masa_uji,tgl_masa_perawatan,pabrikan,created_at,last_update,nama_pemilik,nama_daop
18,2615,GB509777,KKBW 1724,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2616,GB509778,KKBW 1725,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-25,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2617,GB509779,KKBW 1726,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2618,GB509780,KKBW 1727,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-09,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2619,GB509781,KKBW 1728,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2620,GB509782,KKBW 1729,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2621,GB509783,KKBW 1730,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2622,GB509784,KKBW 1731,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2623,GB509785,KKBW 1733,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-17,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2624,GB509786,KKBW 1734,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-10,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2625,GB509787,KKBW 1735,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-17,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2626,GB509788,KKBW 1736,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2627,GB509789,KKBW 1737,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-07-26,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2628,GB509790,KKBW 1738,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2019-11-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2629,GB509791,KKBW 1739,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2630,GB509792,KKBW 1740,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-07-26,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2631,GB509793,KKBW 1741,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-25,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2632,GB509794,KKBW 1742,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2633,GB509795,KKBW 1743,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-16,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2634,GB509796,KKBW 1744,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-25,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2635,GB509797,KKBW 1745,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2636,GB509798,KKBW 1746,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2637,GB509799,KKBW 1747,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-16,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2638,GB5097100,KKBW 1748,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2639,GB5097101,KKBW 1749,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2640,GB5097102,KKBW 1750,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2641,GB5097103,KKBW 1751,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2642,GB5097104,KKBW 1752,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2643,GB5097105,KKBW 1753,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2644,GB5097106,KKBW 1754,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2645,GB5097107,KKBW 1755,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2646,GB5097108,KKBW 1756,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-25,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2647,GB5097109,KKBW 1757,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2648,GB5097110,KKBW 1758,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2649,GB5097111,KKBW 1759,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2650,GB5097112,KKBW 1760,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2651,GB5097113,KKBW 1761,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2652,GB5097114,KKBW 1762,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-17,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2653,GB5097115,KKBW 1763,0,Gerbong,16,57,1997,56,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2654,GB5097116,KKBW 1764,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-30,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2655,GB5097117,KKBW 1765,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-17,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2656,GB5097118,KKBW 1766,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2657,GB5097119,KKBW 1767,0,Gerbong,16,57,1997,56,Aktiv,,0000-00-00,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2658,GB5097120,KKBW 1768,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-07-26,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2659,GB5097121,KKBW 1769,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-10,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2660,GB5097122,KKBW 1770,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2661,GB5097123,KKBW 1771,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-09,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2662,GB5097124,KKBW 1772,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2663,GB5097125,KKBW 1773,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-07-26,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2664,GB5097126,KKBW 1774,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2665,GB5097127,KKBW 1775,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-25,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2666,GB5097128,KKBW 1776,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-30,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2667,GB5097129,KKBW 1777,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2668,GB5097130,KKBW 1778,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2669,GB5097131,KKBW 1779,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2670,GB5097132,KKBW 1780,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2671,GB5097133,KKBW 1781,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-05-09,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2672,GB5097134,KKBW 1782,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2673,GB5097135,KKBW 1783,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-16,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2674,GB5097136,KKBW 1784,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2675,GB5097137,KKBW 1785,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-17,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2676,GB5097138,KKBW 1786,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-17,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2677,GB5097139,KKBW 1787,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2678,GB5097140,KKBW 1788,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-10-27,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2679,GB5097141,KKBW 1789,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2680,GB5097142,KKBW 1790,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2681,GB5097143,KKBW 1791,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2682,GB5097144,KKBW 1792,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-10,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2683,GB5097145,KKBW 1793,0,Gerbong,16,57,1997,56,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2684,GB5097146,KKBW 1794,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-07-26,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2685,GB5097147,KKBW 1795,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-16,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2686,GB5097148,KKBW 1796,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-25,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2687,GB5097149,KKBW 1797,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-07-26,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2688,GB5097150,KKBW 1798,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2689,GB5097151,KKBW 1799,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2690,GB5097152,KKBW 1800,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2691,GB5097153,KKBW 1801,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2692,GB5097154,KKBW 1802,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2693,GB5097155,KKBW 1803,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,0000-00-00,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2694,GB5097156,KKBW 1804,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-16,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2695,GB5097157,KKBW 1805,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-17,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2696,GB5097158,KKBW 1806,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2697,GB5097159,KKBW 1807,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2698,GB5097160,KKBW 1808,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2699,GB5097161,KKBW 1809,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-07-26,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2700,GB5097162,KKBW 1810,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-07-26,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2701,GB5097163,KKBW 1811,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-07-26,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2702,GB5097164,KKBW 1812,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2703,GB5097165,KKBW 1813,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-16,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2704,GB5097166,KKBW 1814,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2705,GB5097167,KKBW 1815,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-25,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2706,GB5097168,KKBW 1816,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2707,GB5097169,KKBW 1817,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2708,GB5097170,KKBW 1818,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-10-27,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2709,GB5097171,KKBW 1819,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-16,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2710,GB5097172,KKBW 1820,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2711,GB5097173,KKBW 1821,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,0000-00-00,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2712,GB5097174,KKBW 1822,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-08-02,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2713,GB5097175,KKBW 1823,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-30,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2714,GB5097176,KKBW 1824,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-10-21,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2715,GB5097177,KKBW 1825,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-10,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2716,GB5097178,KKBW 1826,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2021-09-10,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2717,GB5097179,KKBW 1827,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2719,GB5097181,KKBW 1829,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-10-18,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2720,GB5097182,KKBW 1830,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
18,2721,GB5097183,KKBW 1831,0,Gerbong,16,57,1997,56,Aktiv,,2009-12-28,2020-04-11,0000-00-00,Canada,0000-00-00 00:00:00,0000-00-00 00:00:00,PT Kereta Api Indonesia (Persero),DIVRE III SUMATERA SELATAN
