,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,TAHUN,NAMA_DAOP2,NAMA_DEPO,KODE_DEPO
2621,GK307920,DIVRE 2,BKP,GERBONG,79,DIVRE II,DEPO GERBONG BKP,81.0
2622,GK307921,DIVRE 2,BKP,GERBONG,79,DIVRE II,DEPO GERBONG BKP,81.0
2623,GK307922,DIVRE 2,BKP,GERBONG,79,DIVRE II,DEPO GERBONG BKP,81.0
2624,GK307923,DIVRE 2,BKP,GERBONG,79,DIVRE II,DEPO GERBONG BKP,81.0
2625,GK307924,DIVRE 2,BKP,GERBONG,79,DIVRE II,DEPO GERBONG BKP,81.0
2626,GK307925,DIVRE 2,BKP,GERBONG,79,DIVRE II,DEPO GERBONG BKP,81.0
2627,GK3084336,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2628,GK3084337,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2629,GK3084338,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2630,GK3084339,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2631,GK3084340,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2632,GK3084341,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2633,GK3084343,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2634,GK3084344,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2635,GK3084345,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2636,GK3084347,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2637,GK3084348,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2638,GK3084349,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2639,GK3084350,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2640,GK3084351,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2641,GK3084352,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2642,GK3084353,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2643,GK3084354,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2644,GK3084355,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2645,GK3084357,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2646,GK3084358,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2647,GK3084359,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2648,GK3084360,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2649,GK3084361,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2650,GK3084365,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2651,GK3084366,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2652,GK3084367,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2653,GK3084368,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2654,GK3084369,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2655,GK3084370,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2656,GK3084372,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2657,GK3084373,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2658,GK3084374,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2659,GK3084375,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2660,GK3084376,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2661,GK3084377,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2662,GK3084378,DIVRE 2,BKP,GERBONG,84,DIVRE II,DEPO GERBONG BKP,81.0
2663,GK308501,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2664,GK308502,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2665,GK308503,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2666,GK308504,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2667,GK308505,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2668,GK308506,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2669,GK308507,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2670,GK308508,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2671,GK308510,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2672,GK308511,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2673,GK308512,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2674,GK308513,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2675,GK308514,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2676,GK308515,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2677,GK308517,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2678,GK308518,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2679,GK308519,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2680,GK308520,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2681,GK308521,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2682,GK308522,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2683,GK308523,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2684,GK308524,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2685,GK308525,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2686,GK308526,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2687,GK308527,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2688,GK308529,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2689,GK308530,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2690,GK308531,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2691,GK308532,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2692,GK308533,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2693,GK308534,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2694,GK308535,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2695,GK308536,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2696,GK308537,DIVRE 2,BKP,GERBONG,85,DIVRE II,DEPO GERBONG BKP,81.0
2697,GK309401,DIVRE 2,BKP,GERBONG,94,DIVRE II,DEPO GERBONG BKP,81.0
2698,GK309402,DIVRE 2,BKP,GERBONG,94,DIVRE II,DEPO GERBONG BKP,81.0
2699,GK309403,DIVRE 2,BKP,GERBONG,94,DIVRE II,DEPO GERBONG BKP,81.0
2700,GK309404,DIVRE 2,BKP,GERBONG,94,DIVRE II,DEPO GERBONG BKP,81.0
2701,GK309405,DIVRE 2,BKP,GERBONG,94,DIVRE II,DEPO GERBONG BKP,81.0
2702,GK309406,DIVRE 2,BKP,GERBONG,94,DIVRE II,DEPO GERBONG BKP,81.0
2703,GK309407,DIVRE 2,BKP,GERBONG,94,DIVRE II,DEPO GERBONG BKP,81.0
2704,GK309408,DIVRE 2,BKP,GERBONG,94,DIVRE II,DEPO GERBONG BKP,81.0
2705,GK309409,DIVRE 2,BKP,GERBONG,94,DIVRE II,DEPO GERBONG BKP,81.0
2706,GK309410,DIVRE 2,BKP,GERBONG,94,DIVRE II,DEPO GERBONG BKP,81.0
2707,GK309701,DIVRE 2,BKP,GERBONG,97,DIVRE II,DEPO GERBONG BKP,81.0
2708,GK309702,DIVRE 2,BKP,GERBONG,97,DIVRE II,DEPO GERBONG BKP,81.0
2709,GK309703,DIVRE 2,BKP,GERBONG,97,DIVRE II,DEPO GERBONG BKP,81.0
2710,GK309704,DIVRE 2,BKP,GERBONG,97,DIVRE II,DEPO GERBONG BKP,81.0
2711,GK309705,DIVRE 2,BKP,GERBONG,97,DIVRE II,DEPO GERBONG BKP,81.0
2712,GK309706,DIVRE 2,BKP,GERBONG,97,DIVRE II,DEPO GERBONG BKP,81.0
2713,GK309707,DIVRE 2,BKP,GERBONG,97,DIVRE II,DEPO GERBONG BKP,81.0
2714,GK309708,DIVRE 2,BKP,GERBONG,97,DIVRE II,DEPO GERBONG BKP,81.0
2715,GK309709,DIVRE 2,BKP,GERBONG,97,DIVRE II,DEPO GERBONG BKP,81.0
2716,GB3065107,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2717,GB3065108,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2718,GB3065109,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2719,GB3065110,DIVRE 1,MDN,GERBONG,65,DIVRE I,DEPO KERETA MDN,44.0
2720,GB3065111,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2721,GB3065112,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2722,GB3065115,DAOP 7,BL,GERBONG,65,DAOP 7,DEPO KERETA BL,33.0
2723,GB3065116,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2724,GB3065117,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2725,GB3065118,DAOP 7,BL,GERBONG,65,DAOP 7,DEPO KERETA BL,33.0
2726,GB3065119,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2727,GB3065120,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2728,GB3065122,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2729,GB3065123,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2730,GB3065125,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2731,GB3065128,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2732,GB3065129,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2733,GB3065130,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2734,GB3065131,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2735,GB3065136,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2736,GB3065137,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2737,GB3065139,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2738,GB3065141,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2739,GB3065142,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2740,GB3065143,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2741,GB3065144,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2742,GB3065145,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2743,GB3065146,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2744,GB3065147,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2745,GB3065149,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2746,GB3065152,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2747,GB3065153,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2748,GB3065154,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2749,GB3065155,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2750,GB3065156,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2751,GB3065159,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2752,GB3065160,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2753,GB3065161,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2754,GB3065162,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2755,GB3065164,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2756,GB3065165,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2757,GB3065166,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2758,GB3065168,DAOP 7,BL,GERBONG,65,DAOP 7,DEPO KERETA BL,33.0
2759,GB3065169,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2760,GB3065170,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2761,GB3065171,DIVRE 1,MDN,GERBONG,65,DIVRE I,DEPO KERETA MDN,44.0
2762,GB3065173,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2763,GB3065174,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2764,GB3065177,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2765,GB3065180,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2766,GB3065182,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2767,GB3065185,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2768,GB3065186,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2769,GB3065189,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2770,GB3065191,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2771,GB3065193,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2772,GB3065194,DIVRE 1,MDN,GERBONG,65,DIVRE I,DEPO KERETA MDN,44.0
2773,GB3065195,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2774,GB3065196,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2775,GB3065200,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2776,GB3065201,DIVRE 1,MDN,GERBONG,65,DIVRE I,DEPO KERETA MDN,44.0
2777,GB3065202,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2778,GB3065241,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2779,GB3065244,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2780,GB3065246,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2781,GB3065248,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2782,GB3065254,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2783,GB3065255,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2784,GB3065268,DAOP 7,BL,GERBONG,65,DAOP 7,DEPO KERETA BL,33.0
2785,GB3065285,DIVRE 1,MDN,GERBONG,65,DIVRE I,DEPO KERETA MDN,44.0
2786,GB306537,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2787,GB306538,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2788,GB306541,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2789,GB306545,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2790,GB306549,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2791,GB306550,DIVRE 1,MDN,GERBONG,65,DIVRE I,DEPO KERETA MDN,44.0
2792,GB306551,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2793,GB306552,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2794,GB306554,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2795,GB306556,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2796,GB306559,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2797,GB306563,DAOP 7,BL,GERBONG,65,DAOP 7,DEPO KERETA BL,33.0
2798,GB306564,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2799,GB306565,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2800,GB306567,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2801,GB306568,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2802,GB306569,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2803,GB306572,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2804,GB306573,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2805,GB306574,DAOP 7,BL,GERBONG,65,DAOP 7,DEPO KERETA BL,33.0
2806,GB306576,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2807,GB306577,DAOP 7,BL,GERBONG,65,DAOP 7,DEPO KERETA BL,33.0
2808,GB306578,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2809,GB306579,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2810,GB306580,DIVRE 1,MDN,GERBONG,65,DIVRE I,DEPO KERETA MDN,44.0
2811,GB306581,DAOP 7,BL,GERBONG,65,DAOP 7,DEPO KERETA BL,33.0
2812,GB306584,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2813,GB306588,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2814,GB306589,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2815,GB306590,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2816,GB306591,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2817,GB306592,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2818,GB306593,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2819,GB306596,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2820,GB306598,DIVRE 3,SIG,GERBONG,65,DIVRE III,DEPO GERBONG SIG,82.0
2821,GB306601,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2822,GB306602,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2823,GB306603,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2824,GB306604,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2825,GB306606,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2826,GB306607,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2827,GB306609,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2828,GB306610,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2829,GB306613,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2830,GB306615,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2831,GB306618,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2832,GB306619,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2833,GB306620,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2834,GB306621,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2835,GB306623,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2836,GB306624,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2837,GB306626,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2838,GB306627,DIVRE 1,MDN,GERBONG,66,DIVRE I,DEPO KERETA MDN,44.0
2839,GB306629,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2840,GB306631,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2841,GB306632,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2842,GB306633,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2843,GB306634,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2844,GB306636,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2845,GB306637,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2846,GB306638,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2847,GB306639,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2848,GB306640,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2849,GB306641,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2850,GB306644,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2851,GB306645,DAOP 7,BL,GERBONG,66,DAOP 7,DEPO KERETA BL,33.0
2852,GB306646,DIVRE 1,MDN,GERBONG,66,DIVRE I,DEPO KERETA MDN,44.0
2853,GB306647,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2854,GB306648,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2855,GB306650,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2856,GB306651,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2857,GB306657,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2858,GB306659,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2859,GB306660,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2860,GB306661,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2861,GB306663,DAOP 7,BL,GERBONG,66,DAOP 7,DEPO KERETA BL,33.0
2862,GB306664,DAOP 7,BL,GERBONG,66,DAOP 7,DEPO KERETA BL,33.0
2863,GB306666,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2864,GB306668,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2865,GB306669,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2866,GB306670,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2867,GB306671,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2868,GB306673,DIVRE 1,MDN,GERBONG,66,DIVRE I,DEPO KERETA MDN,44.0
2869,GB306674,DIVRE 3,SIG,GERBONG,66,DIVRE III,DEPO GERBONG SIG,82.0
2870,GB306701,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2871,GB306702,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2872,GB306703,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2873,GB306704,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2874,GB306705,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2875,GB306707,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2876,GB306710,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2877,GB306714,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2878,GB306715,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2879,GB306716,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2880,GB306717,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2881,GB306718,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2882,GB306719,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2883,GB306720,DAOP 7,BL,GERBONG,67,DAOP 7,DEPO KERETA BL,33.0
2884,GB306721,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2885,GB306723,DIVRE 3,SIG,GERBONG,67,DIVRE III,DEPO GERBONG SIG,82.0
2886,GB450001,DIVRE 3,SIG,GERBONG,0,DIVRE III,DEPO GERBONG SIG,82.0
2887,GB450003,DIVRE 3,SIG,GERBONG,0,DIVRE III,DEPO GERBONG SIG,82.0
