"289","K118915","K110703/8911","0","2","3","0","2007","24","42","Aktiv","JEPANG","2009-12-28","2019-09-22","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"290","K118919","K110704/8832","0","2","3","0","1989","24","42","Aktiv","JEPANG","2009-12-28","2021-02-28","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"291","K118914","K110705/8735","0","2","3","0","2007","24","42","Aktiv","JEPANG","2009-12-28","2019-09-22","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"297","K118109","K110738/5809","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2016-07-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"298","K118110","K110739/5312","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2016-07-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"300","K118112","K110741/5314","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2016-07-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"301","K118113","K110742/5607","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2016-07-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"302","K118114","K110743/5215","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2016-07-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"303","K118115","K110744/5313","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2016-07-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"305","K118116","K110747/5009","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2016-07-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"306","K118941","K110768/8507","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2019-03-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"307","K118942","K110769/8807","0","2","3","0","1989","24","42","Aktiv","JEPANG","2009-12-28","2021-02-28","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"308","K118943","K110770/8924","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2019-03-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"309","K118944","K110771/8743","0","2","3","0","2007","24","42","Aktiv","JEPANG","2009-12-28","2021-02-28","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"310","K118945","K110772/8828","0","2","3","0","2007","24","42","Aktiv","JEPANG","2009-12-28","2021-02-28","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"311","K118946","K110773/8948","0","2","3","0","2007","24","42","Aktiv","JEPANG","2009-12-28","2021-02-28","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"312","K118947","K110774/8707","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2019-03-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"313","K118948","K110775/8607","0","2","3","0","2007","24","42","Tidak Aktiv","JEPANG","2009-12-28","2019-03-09","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"314","K118957","K110801/8610","0","2","3","0","1989","24","42","Aktiv","JEPANG","2009-12-28","2021-02-14","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"315","K118960","K110804/0815","0","2","3","0","1989","24","42","Aktiv","JEPANG","2009-12-28","2020-01-18","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"317","K118940","K110817/8612","0","2","3","0","2008","24","42","Tidak Aktiv","JEPANG","2009-12-28","2019-08-25","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
"318","K118937","K110820/0817","0","2","3","0","2008","24","42","Aktiv","JEPANG","2009-12-28","2021-02-14","0000-00-00","TOKYO CORP","3","0000-00-00 00:00:00","0000-00-00 00:00:00"
