;NOMOR_IDENTITAS;DAOP;DEPO;JENIS
3086;GD508433;DIVRE 3;SIG;GERBONG
3087;GD508434;DIVRE 3;SIG;GERBONG
3088;GD5415238;DIVRE 3;SIG;GERBONG
3089;GD5415239;DIVRE 3;SIG;GERBONG
3090;GD5415240;DIVRE 3;SIG;GERBONG
3091;GD5415241;DIVRE 3;SIG;GERBONG
3092;GD5415242;DIVRE 3;SIG;GERBONG
3093;GD5415243;DIVRE 3;SIG;GERBONG
3094;GD5415244;DIVRE 3;SIG;GERBONG
3095;GD5415245;DIVRE 3;SIG;GERBONG
3096;GD5415246;DIVRE 3;SIG;GERBONG
3097;GD5415247;DIVRE 3;SIG;GERBONG
3098;GD5415248;DIVRE 3;SIG;GERBONG
3099;GD5415249;DIVRE 3;SIG;GERBONG
3100;GD5415250;DIVRE 3;SIG;GERBONG
3101;GD5415251;DIVRE 3;SIG;GERBONG
3102;GD5415253;DIVRE 3;SIG;GERBONG
3103;GD5415254;DIVRE 3;SIG;GERBONG
3104;GD5415255;DIVRE 3;SIG;GERBONG
3105;GD5415256;DIVRE 3;SIG;GERBONG
3106;GD5415258;DIVRE 3;SIG;GERBONG
3107;GD541526;DIVRE 3;SIG;GERBONG
3108;GD5415260;DIVRE 3;SIG;GERBONG
3109;GD5415262;DIVRE 3;SIG;GERBONG
3110;GD5415263;DIVRE 3;SIG;GERBONG
3111;GD5415264;DIVRE 3;SIG;GERBONG
3112;GD5415265;DIVRE 3;SIG;GERBONG
3113;GD5415266;DIVRE 3;SIG;GERBONG
3114;GD5415268;DIVRE 3;SIG;GERBONG
3115;GD5415269;DIVRE 3;SIG;GERBONG
3116;GD541527;DIVRE 3;SIG;GERBONG
3117;GD5415270;DIVRE 3;SIG;GERBONG
3118;GD5415273;DIVRE 3;SIG;GERBONG
3119;GD5415275;DIVRE 3;SIG;GERBONG
3120;GD5415276;DIVRE 3;SIG;GERBONG
3121;GD5415277;DIVRE 3;SIG;GERBONG
3122;GD541528;DIVRE 3;SIG;GERBONG
3123;GD5415280;DIVRE 3;SIG;GERBONG
3124;GD5415281;DIVRE 3;SIG;GERBONG
3125;GD5415282;DIVRE 3;SIG;GERBONG
3126;GD5415283;DIVRE 3;SIG;GERBONG
3127;GD5415285;DIVRE 3;SIG;GERBONG
3128;GD5415289;DIVRE 3;SIG;GERBONG
3129;GD541529;DIVRE 3;SIG;GERBONG
3130;GD5415293;DIVRE 3;SIG;GERBONG
3131;GD5415294;DIVRE 3;SIG;GERBONG
3132;GD5415297;DIVRE 3;SIG;GERBONG
3133;GD5415298;DIVRE 3;SIG;GERBONG
3134;GD541530;DIVRE 3;SIG;GERBONG
3135;GD5415300;DIVRE 3;SIG;GERBONG
3136;GD5415304;DIVRE 3;SIG;GERBONG
3137;GD5415306;DIVRE 3;SIG;GERBONG
3138;GD5415309;DIVRE 3;SIG;GERBONG
3139;GD5415312;DIVRE 3;SIG;GERBONG
3140;GD5415316;DIVRE 3;SIG;GERBONG
3141;GD5415318;DIVRE 3;SIG;GERBONG
3142;GD541532;DIVRE 3;SIG;GERBONG
3143;GD5415320;DIVRE 3;SIG;GERBONG
3144;GD5415321;DIVRE 3;SIG;GERBONG
3145;GD5415326;DIVRE 3;SIG;GERBONG
3146;GD541533;DIVRE 3;SIG;GERBONG
3147;GD5415331;DIVRE 3;SIG;GERBONG
3148;GD5415339;DIVRE 3;SIG;GERBONG
3149;GD541534;DIVRE 3;SIG;GERBONG
3150;GD5415340;DIVRE 3;SIG;GERBONG
3151;GD5415343;DIVRE 3;SIG;GERBONG
3152;GD5415344;DIVRE 3;SIG;GERBONG
3153;GD5415347;DIVRE 3;SIG;GERBONG
3154;GD5415348;DIVRE 3;SIG;GERBONG
3155;GD541535;DIVRE 3;SIG;GERBONG
3156;GD5415350;DIVRE 3;SIG;GERBONG
3157;GD5415351;DIVRE 3;SIG;GERBONG
3158;GD5415352;DIVRE 3;SIG;GERBONG
3159;GD5415353;DIVRE 3;SIG;GERBONG
3160;GD5415356;DIVRE 3;SIG;GERBONG
3161;GD5415357;DIVRE 3;SIG;GERBONG
3162;GD5415358;DIVRE 3;SIG;GERBONG
3163;GD5415364;DIVRE 3;SIG;GERBONG
3164;GD5415365;DIVRE 3;SIG;GERBONG
3165;GD5415366;DIVRE 3;SIG;GERBONG
3166;GD5415367;DIVRE 3;SIG;GERBONG
3167;GD5415369;DIVRE 3;SIG;GERBONG
3168;GD541537;DIVRE 3;SIG;GERBONG
3169;GD5415370;DIVRE 3;SIG;GERBONG
3170;GD5415371;DIVRE 3;SIG;GERBONG
3171;GD5415375;DIVRE 3;SIG;GERBONG
3172;GD5415376;DIVRE 3;SIG;GERBONG
3173;GD5415379;DIVRE 3;SIG;GERBONG
3174;GD541538;DIVRE 3;SIG;GERBONG
3175;GD5415380;DIVRE 3;SIG;GERBONG
3176;GD5415383;DIVRE 3;SIG;GERBONG
3177;GD5415384;DIVRE 3;SIG;GERBONG
3178;GD5415385;DIVRE 3;SIG;GERBONG
3179;GD5415386;DIVRE 3;SIG;GERBONG
3180;GD5415387;DIVRE 3;SIG;GERBONG
3181;GD5415389;DIVRE 3;SIG;GERBONG
3182;GD541539;DIVRE 3;SIG;GERBONG
3183;GD5415390;DIVRE 3;SIG;GERBONG
3184;GD5415391;DIVRE 3;SIG;GERBONG
3185;GD5415392;DIVRE 3;SIG;GERBONG
3186;GD5415393;DIVRE 3;SIG;GERBONG
3187;GD5415394;DIVRE 3;SIG;GERBONG
3188;GD5415395;DIVRE 3;SIG;GERBONG
3189;GD5415396;DIVRE 3;SIG;GERBONG
3190;GD5415397;DIVRE 3;SIG;GERBONG
3191;GD5415398;DIVRE 3;SIG;GERBONG
3192;GD5415399;DIVRE 3;SIG;GERBONG
3193;GD541540;DIVRE 3;SIG;GERBONG
3194;GD5415400;DIVRE 3;SIG;GERBONG
3195;GD5415401;DIVRE 3;SIG;GERBONG
3196;GD5415402;DIVRE 3;SIG;GERBONG
3197;GD5415403;DIVRE 3;SIG;GERBONG
3198;GD5415404;DIVRE 3;SIG;GERBONG
3199;GD5415405;DIVRE 3;SIG;GERBONG
3200;GD5415406;DIVRE 3;SIG;GERBONG
3201;GD5415407;DIVRE 3;SIG;GERBONG
3202;GD5415408;DIVRE 3;SIG;GERBONG
3203;GD5415409;DIVRE 3;SIG;GERBONG
3204;GD541541;DIVRE 3;SIG;GERBONG
3205;GD5415411;DIVRE 3;SIG;GERBONG
3206;GD5415412;DIVRE 3;SIG;GERBONG
3207;GD5415413;DIVRE 3;SIG;GERBONG
3208;GD5415414;DIVRE 3;SIG;GERBONG
3209;GD5415415;DIVRE 3;SIG;GERBONG
3210;GD5415416;DIVRE 3;SIG;GERBONG
3211;GD5415417;DIVRE 3;SIG;GERBONG
3212;GD5415418;DIVRE 3;SIG;GERBONG
3213;GD5415419;DIVRE 3;SIG;GERBONG
3214;GD5415420;DIVRE 3;SIG;GERBONG
3215;GD5415421;DIVRE 3;SIG;GERBONG
3216;GD5415422;DIVRE 3;SIG;GERBONG
3217;GD5415424;DIVRE 3;SIG;GERBONG
3218;GD5415425;DIVRE 3;SIG;GERBONG
3219;GD5415426;DIVRE 3;SIG;GERBONG
3220;GD5415427;DIVRE 3;SIG;GERBONG
3221;GD5415428;DIVRE 3;SIG;GERBONG
3222;GD5415429;DIVRE 3;SIG;GERBONG
3223;GD541543;DIVRE 3;SIG;GERBONG
3224;GD5415430;DIVRE 3;SIG;GERBONG
3225;GD5415431;DIVRE 3;SIG;GERBONG
3226;GD5415432;DIVRE 3;SIG;GERBONG
3227;GD5415433;DIVRE 3;SIG;GERBONG
3228;GD5415434;DIVRE 3;SIG;GERBONG
3229;GD5415435;DIVRE 3;SIG;GERBONG
3230;GD5415436;DIVRE 3;SIG;GERBONG
3231;GD5415437;DIVRE 3;SIG;GERBONG
3232;GD5415438;DIVRE 3;SIG;GERBONG
3233;GD5415439;DIVRE 3;SIG;GERBONG
3234;GD541544;DIVRE 3;SIG;GERBONG
3235;GD5415440;DIVRE 3;SIG;GERBONG
3236;GD5415441;DIVRE 3;SIG;GERBONG
3237;GD5415442;DIVRE 3;SIG;GERBONG
3238;GD5415443;DIVRE 3;SIG;GERBONG
3239;GD5415444;DIVRE 3;SIG;GERBONG
3240;GD5415446;DIVRE 3;SIG;GERBONG
3241;GD5415447;DIVRE 3;SIG;GERBONG
3242;GD5415448;DIVRE 3;SIG;GERBONG
3243;GD5415449;DIVRE 3;SIG;GERBONG
3244;GD541545;DIVRE 3;SIG;GERBONG
3245;GD5415450;DIVRE 3;SIG;GERBONG
3246;GD5415451;DIVRE 3;SIG;GERBONG
3247;GD5415452;DIVRE 3;SIG;GERBONG
3248;GD5415453;DIVRE 3;SIG;GERBONG
3249;GD5415454;DIVRE 3;SIG;GERBONG
3250;GD5415455;DIVRE 3;SIG;GERBONG
3251;GD5415456;DIVRE 3;SIG;GERBONG
3252;GD5415457;DIVRE 3;SIG;GERBONG
3253;GD5415458;DIVRE 3;SIG;GERBONG
3254;GD5415459;DIVRE 3;SIG;GERBONG
3255;GD541546;DIVRE 3;SIG;GERBONG
3256;GD5415460;DIVRE 3;SIG;GERBONG
3257;GD5415461;DIVRE 3;SIG;GERBONG
3258;GD5415462;DIVRE 3;SIG;GERBONG
3259;GD5415463;DIVRE 3;SIG;GERBONG
3260;GD5415464;DIVRE 3;SIG;GERBONG
3261;GD5415465;DIVRE 3;SIG;GERBONG
3262;GD5415466;DIVRE 3;SIG;GERBONG
3263;GD5415467;DIVRE 3;SIG;GERBONG
3264;GD5415469;DIVRE 3;SIG;GERBONG
3265;GD541547;DIVRE 3;SIG;GERBONG
3266;GD5415470;DIVRE 3;SIG;GERBONG
3267;GD5415471;DIVRE 3;SIG;GERBONG
3268;GD5415472;DIVRE 3;SIG;GERBONG
3269;GD5415473;DIVRE 3;SIG;GERBONG
3270;GD5415474;DIVRE 3;SIG;GERBONG
3271;GD5415475;DIVRE 3;SIG;GERBONG
3272;GD5415476;DIVRE 3;SIG;GERBONG
3273;GD5415477;DIVRE 3;SIG;GERBONG
3274;GD5415478;DIVRE 3;SIG;GERBONG
3275;GD5415479;DIVRE 3;SIG;GERBONG
3276;GD541548;DIVRE 3;SIG;GERBONG
3277;GD5415480;DIVRE 3;SIG;GERBONG
3278;GD5415481;DIVRE 3;SIG;GERBONG
3279;GD5415482;DIVRE 3;SIG;GERBONG
3280;GD5415483;DIVRE 3;SIG;GERBONG
3281;GD5415484;DIVRE 3;SIG;GERBONG
3282;GD5415485;DIVRE 3;SIG;GERBONG
3283;GD5415486;DIVRE 3;SIG;GERBONG
3284;GD5415487;DIVRE 3;SIG;GERBONG
3285;GD5415488;DIVRE 3;SIG;GERBONG
3286;GD5415489;DIVRE 3;SIG;GERBONG
3287;GD541549;DIVRE 3;SIG;GERBONG
3288;GD5415490;DIVRE 3;SIG;GERBONG
3289;GD5415491;DIVRE 3;SIG;GERBONG
3290;GD5415492;DIVRE 3;SIG;GERBONG
3291;GD5415493;DIVRE 3;SIG;GERBONG
3292;GD5415494;DIVRE 3;SIG;GERBONG
3293;GD5415495;DIVRE 3;SIG;GERBONG
3294;GD5415496;DIVRE 3;SIG;GERBONG
3295;GD5415497;DIVRE 3;SIG;GERBONG
3296;GD5415498;DIVRE 3;SIG;GERBONG
3297;GD5415499;DIVRE 3;SIG;GERBONG
3298;GD541550;DIVRE 3;SIG;GERBONG
3299;GD5415500;DIVRE 3;SIG;GERBONG
3300;GD5415501;DIVRE 3;SIG;GERBONG
3301;GD5415502;DIVRE 3;SIG;GERBONG
3302;GD5415503;DIVRE 3;SIG;GERBONG
3303;GD5415504;DIVRE 3;SIG;GERBONG
3304;GD5415505;DIVRE 3;SIG;GERBONG
3305;GD5415506;DIVRE 3;SIG;GERBONG
3306;GD5415507;DIVRE 3;SIG;GERBONG
3307;GD5415508;DIVRE 3;SIG;GERBONG
3308;GD5415509;DIVRE 3;SIG;GERBONG
3309;GD541551;DIVRE 3;SIG;GERBONG
3310;GD5415510;DIVRE 3;SIG;GERBONG
3311;GD5415511;DIVRE 3;SIG;GERBONG
3312;GD5415512;DIVRE 3;SIG;GERBONG
3313;GD5415513;DIVRE 3;SIG;GERBONG
3314;GD5415514;DIVRE 3;SIG;GERBONG
3315;GD5415515;DIVRE 3;SIG;GERBONG
3316;GD5415516;DIVRE 3;SIG;GERBONG
3317;GD5415517;DIVRE 3;SIG;GERBONG
3318;GD5415518;DIVRE 3;SIG;GERBONG
3319;GD5415519;DIVRE 3;SIG;GERBONG
3320;GD541552;DIVRE 3;SIG;GERBONG
3321;GD5415520;DIVRE 3;SIG;GERBONG
3322;GD5415521;DIVRE 3;SIG;GERBONG
3323;GD5415522;DIVRE 3;SIG;GERBONG
3324;GD5415523;DIVRE 3;SIG;GERBONG
3325;GD5415524;DIVRE 3;SIG;GERBONG
3326;GD5415525;DIVRE 3;SIG;GERBONG
3327;GD5415526;DIVRE 3;SIG;GERBONG
3328;GD5415527;DIVRE 3;SIG;GERBONG
3329;GD5415528;DIVRE 3;SIG;GERBONG
3330;GD5415529;DIVRE 3;SIG;GERBONG
3331;GD541553;DIVRE 3;SIG;GERBONG
3332;GD5415530;DIVRE 3;SIG;GERBONG
3333;GD5415531;DIVRE 3;SIG;GERBONG
3334;GD5415532;DIVRE 3;SIG;GERBONG
3335;GD5415533;DIVRE 3;SIG;GERBONG
3336;GD5415534;DIVRE 3;SIG;GERBONG
3337;GD5415535;DIVRE 3;SIG;GERBONG
3338;GD5415536;DIVRE 3;SIG;GERBONG
3339;GD5415537;DIVRE 3;SIG;GERBONG
3340;GD5415538;DIVRE 3;SIG;GERBONG
3341;GD5415539;DIVRE 3;SIG;GERBONG
3342;GD541554;DIVRE 3;SIG;GERBONG
3343;GD5415540;DIVRE 3;SIG;GERBONG
3344;GD5415541;DIVRE 3;SIG;GERBONG
3345;GD5415542;DIVRE 3;SIG;GERBONG
3346;GD5415543;DIVRE 3;SIG;GERBONG
3347;GD5415545;DIVRE 3;SIG;GERBONG
3348;GD5415546;DIVRE 3;SIG;GERBONG
3349;GD5415547;DIVRE 3;SIG;GERBONG
3350;GD5415548;DIVRE 3;SIG;GERBONG
3351;GD5415549;DIVRE 3;SIG;GERBONG
3352;GD541555;DIVRE 3;SIG;GERBONG
3353;GD5415550;DIVRE 3;SIG;GERBONG
3354;GD5415551;DIVRE 3;SIG;GERBONG
3355;GD5415552;DIVRE 3;SIG;GERBONG
3356;GD5415553;DIVRE 3;SIG;GERBONG
3357;GD5415554;DIVRE 3;SIG;GERBONG
3358;GD5415555;DIVRE 3;SIG;GERBONG
3359;GD5415556;DIVRE 3;SIG;GERBONG
3360;GD5415557;DIVRE 3;SIG;GERBONG
3361;GD5415558;DIVRE 3;SIG;GERBONG
3362;GD5415559;DIVRE 3;SIG;GERBONG
3363;GD541556;DIVRE 3;SIG;GERBONG
3364;GD5415560;DIVRE 3;SIG;GERBONG
3365;GD5415561;DIVRE 3;SIG;GERBONG
3366;GD5415562;DIVRE 3;SIG;GERBONG
3367;GD5415563;DIVRE 3;SIG;GERBONG
3368;GD5415564;DIVRE 3;SIG;GERBONG
3369;GD5415565;DIVRE 3;SIG;GERBONG
3370;GD5415566;DIVRE 3;SIG;GERBONG
3371;GD5415567;DIVRE 3;SIG;GERBONG
3372;GD5415569;DIVRE 3;SIG;GERBONG
3373;GD541557;DIVRE 3;SIG;GERBONG
3374;GD5415570;DIVRE 3;SIG;GERBONG
3375;GD5415571;DIVRE 3;SIG;GERBONG
3376;GD5415572;DIVRE 3;SIG;GERBONG
3377;GD5415573;DIVRE 3;SIG;GERBONG
3378;GD5415574;DIVRE 3;SIG;GERBONG
3379;GD5415575;DIVRE 3;SIG;GERBONG
3380;GD5415576;DIVRE 3;SIG;GERBONG
3381;GD5415577;DIVRE 3;SIG;GERBONG
3382;GD5415578;DIVRE 3;SIG;GERBONG
3383;GD5415579;DIVRE 3;SIG;GERBONG
3384;GD541558;DIVRE 3;SIG;GERBONG
3385;GD5415580;DIVRE 3;SIG;GERBONG
3386;GD5415581;DIVRE 3;SIG;GERBONG
3387;GD5415582;DIVRE 3;SIG;GERBONG
3388;GD5415583;DIVRE 3;SIG;GERBONG
3389;GD5415584;DIVRE 3;SIG;GERBONG
3390;GD5415585;DIVRE 3;SIG;GERBONG
3391;GD5415586;DIVRE 3;SIG;GERBONG
3392;GD5415587;DIVRE 3;SIG;GERBONG
3393;GD5415588;DIVRE 3;SIG;GERBONG
3394;GD5415589;DIVRE 3;SIG;GERBONG
3395;GD541559;DIVRE 3;SIG;GERBONG
3396;GD5415590;DIVRE 3;SIG;GERBONG
3397;GD5415591;DIVRE 3;SIG;GERBONG
3398;GD5415592;DIVRE 3;SIG;GERBONG
3399;GD5415593;DIVRE 3;SIG;GERBONG
3400;GD5415594;DIVRE 3;SIG;GERBONG
3401;GD5415595;DIVRE 3;SIG;GERBONG
3402;GD5415596;DIVRE 3;SIG;GERBONG
3403;GD5415597;DIVRE 3;SIG;GERBONG
3404;GD5415598;DIVRE 3;SIG;GERBONG
3405;GD5415599;DIVRE 3;SIG;GERBONG
3406;GD541560;DIVRE 3;SIG;GERBONG
3407;GD5415600;DIVRE 3;SIG;GERBONG
3408;GD5415602;DIVRE 3;SIG;GERBONG
3409;GD5415603;DIVRE 3;SIG;GERBONG
3410;GD5415604;DIVRE 3;SIG;GERBONG
3411;GD5415605;DIVRE 3;SIG;GERBONG
3412;GD5415606;DIVRE 3;SIG;GERBONG
3413;GD5415607;DIVRE 3;SIG;GERBONG
3414;GD5415608;DIVRE 3;SIG;GERBONG
3415;GD5415609;DIVRE 3;SIG;GERBONG
3416;GD541561;DIVRE 3;SIG;GERBONG
3417;GD5415610;DIVRE 3;SIG;GERBONG
3418;GD5415611;DIVRE 3;SIG;GERBONG
3419;GD5415612;DIVRE 3;SIG;GERBONG
3420;GD5415613;DIVRE 3;SIG;GERBONG
3421;GD5415614;DIVRE 3;SIG;GERBONG
3422;GD5415615;DIVRE 3;SIG;GERBONG
3423;GD5415616;DIVRE 3;SIG;GERBONG
3424;GD5415617;DIVRE 3;SIG;GERBONG
3425;GD5415618;DIVRE 3;SIG;GERBONG
3426;GD5415619;DIVRE 3;SIG;GERBONG
3427;GD541562;DIVRE 3;SIG;GERBONG
3428;GD5415620;DIVRE 3;SIG;GERBONG
3429;GD5415621;DIVRE 3;SIG;GERBONG
3430;GD5415622;DIVRE 3;SIG;GERBONG
3431;GD5415623;DIVRE 3;SIG;GERBONG
3432;GD5415624;DIVRE 3;SIG;GERBONG
3433;GD5415625;DIVRE 3;SIG;GERBONG
3434;GD5415626;DIVRE 3;SIG;GERBONG
3435;GD5415627;DIVRE 3;SIG;GERBONG
3436;GD5415628;DIVRE 3;SIG;GERBONG
3437;GD5415629;DIVRE 3;SIG;GERBONG
3438;GD541563;DIVRE 3;SIG;GERBONG
3439;GD5415630;DIVRE 3;SIG;GERBONG
3440;GD5415631;DIVRE 3;SIG;GERBONG
3441;GD5415632;DIVRE 3;SIG;GERBONG
3442;GD5415633;DIVRE 3;SIG;GERBONG
3443;GD5415634;DIVRE 3;SIG;GERBONG
3444;GD5415635;DIVRE 3;SIG;GERBONG
3445;GD5415636;DIVRE 3;SIG;GERBONG
3446;GD5415637;DIVRE 3;SIG;GERBONG
3447;GD5415638;DIVRE 3;SIG;GERBONG
3448;GD5415639;DIVRE 3;SIG;GERBONG
3449;GD541564;DIVRE 3;SIG;GERBONG
3450;GD5415640;DIVRE 3;SIG;GERBONG
3451;GD5415641;DIVRE 3;SIG;GERBONG
3452;GD5415642;DIVRE 3;SIG;GERBONG
3453;GD5415643;DIVRE 3;SIG;GERBONG
3454;GD5415644;DIVRE 3;SIG;GERBONG
3455;GD5415645;DIVRE 3;SIG;GERBONG
3456;GD5415647;DIVRE 3;SIG;GERBONG
3457;GD5415648;DIVRE 3;SIG;GERBONG
3458;GD5415649;DIVRE 3;SIG;GERBONG
3459;GD541565;DIVRE 3;SIG;GERBONG
3460;GD5415650;DIVRE 3;SIG;GERBONG
3461;GD5415651;DIVRE 3;SIG;GERBONG
3462;GD5415652;DIVRE 3;SIG;GERBONG
3463;GD5415653;DIVRE 3;SIG;GERBONG
3464;GD5415654;DIVRE 3;SIG;GERBONG
3465;GD5415655;DIVRE 3;SIG;GERBONG
3466;GD5415657;DIVRE 3;SIG;GERBONG
3467;GD5415658;DIVRE 3;SIG;GERBONG
3468;GD541566;DIVRE 3;SIG;GERBONG
3469;GD5415662;DIVRE 3;SIG;GERBONG
3470;GD5415663;DIVRE 3;SIG;GERBONG
3471;GD5415664;DIVRE 3;SIG;GERBONG
3472;GD5415666;DIVRE 3;SIG;GERBONG
3473;GD5415667;DIVRE 3;SIG;GERBONG
3474;GD5415668;DIVRE 3;SIG;GERBONG
3475;GD5415669;DIVRE 3;SIG;GERBONG
3476;GD541567;DIVRE 3;SIG;GERBONG
3477;GD5415670;DIVRE 3;SIG;GERBONG
3478;GD5415671;DIVRE 3;SIG;GERBONG
3479;GD5415672;DIVRE 3;SIG;GERBONG
3480;GD5415673;DIVRE 3;SIG;GERBONG
3481;GD5415674;DIVRE 3;SIG;GERBONG
3482;GD5415675;DIVRE 3;SIG;GERBONG
3483;GD5415676;DIVRE 3;SIG;GERBONG
3484;GD5415677;DIVRE 3;SIG;GERBONG
3485;GD5415678;DIVRE 3;SIG;GERBONG
3486;GD5415679;DIVRE 3;SIG;GERBONG
3487;GD541568;DIVRE 3;SIG;GERBONG
3488;GD5415680;DIVRE 3;SIG;GERBONG
3489;GD5415681;DIVRE 3;SIG;GERBONG
3490;GD5415682;DIVRE 3;SIG;GERBONG
3491;GD5415683;DIVRE 3;SIG;GERBONG
3492;GD5415684;DIVRE 3;SIG;GERBONG
3493;GD5415685;DIVRE 3;SIG;GERBONG
3494;GD5415686;DIVRE 3;SIG;GERBONG
3495;GD5415687;DIVRE 3;SIG;GERBONG
3496;GD5415688;DIVRE 3;SIG;GERBONG
3497;GD541569;DIVRE 3;SIG;GERBONG
3498;GD5415690;DIVRE 3;SIG;GERBONG
3499;GD5415691;DIVRE 3;SIG;GERBONG
3500;GD5415692;DIVRE 3;SIG;GERBONG
3501;GD5415693;DIVRE 3;SIG;GERBONG
3502;GD5415694;DIVRE 3;SIG;GERBONG
3503;GD5415695;DIVRE 3;SIG;GERBONG
3504;GD5415697;DIVRE 3;SIG;GERBONG
3505;GD5415698;DIVRE 3;SIG;GERBONG
3506;GD5415699;DIVRE 3;SIG;GERBONG
3507;GD541570;DIVRE 3;SIG;GERBONG
3508;GD5415700;DIVRE 3;SIG;GERBONG
3509;GD5415701;DIVRE 3;SIG;GERBONG
3510;GD5415702;DIVRE 3;SIG;GERBONG
3511;GD5415703;DIVRE 3;SIG;GERBONG
3512;GD5415704;DIVRE 3;SIG;GERBONG
3513;GD5415705;DIVRE 3;SIG;GERBONG
3514;GD5415706;DIVRE 3;SIG;GERBONG
3515;GD5415707;DIVRE 3;SIG;GERBONG
3516;GD5415708;DIVRE 3;SIG;GERBONG
3517;GD5415709;DIVRE 3;SIG;GERBONG
3518;GD541571;DIVRE 3;SIG;GERBONG
3519;GD5415710;DIVRE 3;SIG;GERBONG
3520;GD5415711;DIVRE 3;SIG;GERBONG
3521;GD5415712;DIVRE 3;SIG;GERBONG
3522;GD5415713;DIVRE 3;SIG;GERBONG
3523;GD5415714;DIVRE 3;SIG;GERBONG
3524;GD5415715;DIVRE 3;SIG;GERBONG
3525;GD5415716;DIVRE 3;SIG;GERBONG
3526;GD5415717;DIVRE 3;SIG;GERBONG
3527;GD5415718;DIVRE 3;SIG;GERBONG
3528;GD541572;DIVRE 3;SIG;GERBONG
3529;GD5415720;DIVRE 3;SIG;GERBONG
3530;GD5415721;DIVRE 3;SIG;GERBONG
3531;GD5415722;DIVRE 3;SIG;GERBONG
3532;GD5415723;DIVRE 3;SIG;GERBONG
3533;GD5415726;DIVRE 3;SIG;GERBONG
3534;GD5415727;DIVRE 3;SIG;GERBONG
3535;GD5415728;DIVRE 3;SIG;GERBONG
3536;GD541573;DIVRE 3;SIG;GERBONG
3537;GD5415730;DIVRE 3;SIG;GERBONG
3538;GD5415731;DIVRE 3;SIG;GERBONG
3539;GD5415732;DIVRE 3;SIG;GERBONG
3540;GD5415733;DIVRE 3;SIG;GERBONG
3541;GD5415734;DIVRE 3;SIG;GERBONG
3542;GD5415735;DIVRE 3;SIG;GERBONG
3543;GD5415736;DIVRE 3;SIG;GERBONG
3544;GD5415737;DIVRE 3;SIG;GERBONG
3545;GD5415739;DIVRE 3;SIG;GERBONG
3546;GD541574;DIVRE 3;SIG;GERBONG
3547;GD5415741;DIVRE 3;SIG;GERBONG
3548;GD5415742;DIVRE 3;SIG;GERBONG
3549;GD5415744;DIVRE 3;SIG;GERBONG
3550;GD5415745;DIVRE 3;SIG;GERBONG
3551;GD5415746;DIVRE 3;SIG;GERBONG
3552;GD5415747;DIVRE 3;SIG;GERBONG
3553;GD5415749;DIVRE 3;SIG;GERBONG
3554;GD541575;DIVRE 3;SIG;GERBONG
3555;GD5415750;DIVRE 3;SIG;GERBONG
3556;GD5415751;DIVRE 3;SIG;GERBONG
3557;GD5415752;DIVRE 3;SIG;GERBONG
3558;GD5415753;DIVRE 3;SIG;GERBONG
3559;GD5415754;DIVRE 3;SIG;GERBONG
3560;GD5415755;DIVRE 3;SIG;GERBONG
3561;GD5415756;DIVRE 3;SIG;GERBONG
3562;GD5415757;DIVRE 3;SIG;GERBONG
3563;GD5415758;DIVRE 3;SIG;GERBONG
3564;GD5415759;DIVRE 3;SIG;GERBONG
3565;GD541576;DIVRE 3;SIG;GERBONG
3566;GD5415761;DIVRE 3;SIG;GERBONG
3567;GD5415762;DIVRE 3;SIG;GERBONG
3568;GD5415763;DIVRE 3;SIG;GERBONG
3569;GD5415764;DIVRE 3;SIG;GERBONG
3570;GD5415765;DIVRE 3;SIG;GERBONG
3571;GD5415767;DIVRE 3;SIG;GERBONG
3572;GD5415768;DIVRE 3;SIG;GERBONG
3573;GD5415769;DIVRE 3;SIG;GERBONG
3574;GD541577;DIVRE 3;SIG;GERBONG
3575;GD5415770;DIVRE 3;SIG;GERBONG
3576;GD5415771;DIVRE 3;SIG;GERBONG
3577;GD5415772;DIVRE 3;SIG;GERBONG
3578;GD5415773;DIVRE 3;SIG;GERBONG
3579;GD5415776;DIVRE 3;SIG;GERBONG
3580;GD5415777;DIVRE 3;SIG;GERBONG
3581;GD5415778;DIVRE 3;SIG;GERBONG
3582;GD5415779;DIVRE 3;SIG;GERBONG
3583;GD541578;DIVRE 3;SIG;GERBONG
3584;GD5415780;DIVRE 3;SIG;GERBONG
3585;GD5415781;DIVRE 3;SIG;GERBONG
3586;GD5415782;DIVRE 3;SIG;GERBONG
3587;GD5415783;DIVRE 3;SIG;GERBONG
3588;GD5415784;DIVRE 3;SIG;GERBONG
3589;GD5415785;DIVRE 3;SIG;GERBONG
3590;GD5415786;DIVRE 3;SIG;GERBONG
3591;GD5415787;DIVRE 3;SIG;GERBONG
3592;GD5415788;DIVRE 3;SIG;GERBONG
3593;GD5415789;DIVRE 3;SIG;GERBONG
3594;GD541579;DIVRE 3;SIG;GERBONG
3595;GD5415790;DIVRE 3;SIG;GERBONG
3596;GD5415791;DIVRE 3;SIG;GERBONG
3597;GD5415792;DIVRE 3;SIG;GERBONG
3598;GD5415793;DIVRE 3;SIG;GERBONG
3599;GD5415794;DIVRE 3;SIG;GERBONG
3600;GD5415795;DIVRE 3;SIG;GERBONG
3601;GD5415796;DIVRE 3;SIG;GERBONG
3602;GD5415799;DIVRE 3;SIG;GERBONG
3603;GD541580;DIVRE 3;SIG;GERBONG
3604;GD5415800;DIVRE 3;SIG;GERBONG
