,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,TAHUN,TAHUN_2,UMUR,RANGE_USIA
4467,GB5086115,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4468,GB5086116,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4469,GB5086117,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4470,GB5086118,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4471,GB5086119,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4472,GB508612,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4473,GB5086120,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4474,GB5086121,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4475,GB5086122,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4476,GB5086123,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4477,GB5086124,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4478,GB5086125,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4479,GB5086126,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4480,GB5086127,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4481,GB5086128,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4482,GB5086129,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4483,GB508613,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4484,GB5086130,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4485,GB5086131,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4486,GB5086132,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4487,GB5086133,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4488,GB5086134,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4489,GB5086135,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4490,GB5086136,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4491,GB5086137,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4492,GB5086138,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4493,GB5086139,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4494,GB508614,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4495,GB5086140,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4496,GB5086141,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4497,GB5086142,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4498,GB5086143,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4499,GB5086144,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4500,GB5086145,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4501,GB5086146,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4502,GB5086147,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4503,GB5086148,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4504,GB508615,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4505,GB5086150,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4506,GB5086151,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4507,GB5086152,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4508,GB5086153,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4509,GB5086154,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4510,GB5086155,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4511,GB5086156,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4512,GB5086157,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4513,GB5086158,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4514,GB5086159,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4515,GB508616,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4516,GB5086160,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4517,GB5086161,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4518,GB5086163,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4519,GB5086164,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4520,GB5086165,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4521,GB5086166,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4522,GB5086167,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4523,GB5086168,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4524,GB5086169,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4525,GB508617,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4526,GB5086170,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4527,GB5086171,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4528,GB5086173,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4529,GB5086174,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4530,GB5086175,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4531,GB5086176,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4532,GB5086177,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4533,GB5086178,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4534,GB5086179,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4535,GB508618,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4536,GB5086180,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4537,GB5086181,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4538,GB5086182,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4539,GB5086184,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4540,GB5086185,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4541,GB5086186,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4542,GB5086187,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4543,GB5086188,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4544,GB5086189,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4545,GB508619,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4546,GB5086190,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4547,GB5086191,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4548,GB5086192,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4549,GB5086193,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4550,GB5086194,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4551,GB5086195,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4552,GB5086196,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4553,GB5086197,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4554,GB5086199,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4555,GB508620,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4556,GB5086200,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4557,GB5086201,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4558,GB5086202,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4559,GB5086203,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4560,GB5086204,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4561,GB5086205,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4562,GB5086206,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4563,GB5086207,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4564,GB5086208,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4565,GB5086209,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4566,GB508621,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4567,GB5086210,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4568,GB5086211,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4569,GB5086212,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4570,GB5086213,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4571,GB5086214,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4572,GB5086215,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4573,GB5086216,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4574,GB5086217,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4575,GB5086218,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4576,GB5086220,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4577,GB5086221,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4578,GB5086222,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4579,GB5086223,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4580,GB5086224,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4581,GB5086225,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4582,GB5086226,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4583,GB5086227,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4584,GB5086228,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4585,GB5086229,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4586,GB508623,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4587,GB5086230,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4588,GB5086231,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4589,GB5086232,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4590,GB5086233,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4591,GB5086234,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4592,GB5086235,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4593,GB5086236,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4594,GB5086237,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4595,GB5086238,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4596,GB5086239,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4597,GB5086240,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4598,GB5086241,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4599,GB5086242,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4600,GB5086243,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4601,GB5086244,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4602,GB5086245,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4603,GB5086248,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4604,GB5086249,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4605,GB508625,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4606,GB5086251,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4607,GB5086252,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4608,GB5086253,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4609,GB5086254,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4610,GB5086255,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4611,GB5086256,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4612,GB5086257,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4613,GB5086259,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4614,GB508626,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4615,GB5086261,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4616,GB5086264,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4617,GB5086265,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4618,GB5086267,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4619,GB508627,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4620,GB508628,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4621,GB508629,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4622,GB508630,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4623,GB508631,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4624,GB508632,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4625,GB508633,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4626,GB508635,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4627,GB508636,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4628,GB508637,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4629,GB508638,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4630,GB508640,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4631,GB508641,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4632,GB508642,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4633,GB508643,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4634,GB508644,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4635,GB508645,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4636,GB508646,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4637,GB508647,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4638,GB508649,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4639,GB508650,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4640,GB508651,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4641,GB508652,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4642,GB508654,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4643,GB508655,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4644,GB508656,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4645,GB508658,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4646,GB508659,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4647,GB508660,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4648,GB508661,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4649,GB508662,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4650,GB508663,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4651,GB508664,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4652,GB508666,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4653,GB508667,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4654,GB508668,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4655,GB508669,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4656,GB508670,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4657,GB508671,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4658,GB508672,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4659,GB508673,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4660,GB508674,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4661,GB508675,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4662,GB508676,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4663,GB508677,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4664,GB508678,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4665,GB508679,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4666,GB508680,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4667,GB508681,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4668,GB508682,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4669,GB508683,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4670,GB508684,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4671,GB508685,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4672,GB508686,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4673,GB508687,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4674,GB508689,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4675,GB508691,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4676,GB508692,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4677,GB508693,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4678,GB508694,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4679,GB508695,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4680,GB508696,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4681,GB508697,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4682,GB508698,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4683,GB508699,DIVRE 3,MRL,GERBONG,86,1986,35,>30 th
4684,GB508901,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4685,GB508902,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4686,GB508903,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4687,GB508904,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4688,GB508905,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4689,GB508906,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4690,GB508907,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4691,GB508908,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4692,GB508909,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4693,GB508910,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4694,GB508911,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4695,GB508912,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4696,GB508913,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4697,GB508914,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4698,GB508915,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4699,GB508916,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4700,GB508917,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4701,GB508918,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4702,GB508919,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4703,GB508920,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4704,GB508921,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4705,GB508922,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4706,GB508923,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4707,GB508924,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4708,GB508925,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4709,GB508926,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4710,GB508927,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4711,GB508928,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4712,GB508929,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4713,GB508930,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4714,GB508931,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4715,GB508932,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4716,GB508933,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4717,GB508934,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4718,GB508935,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4719,GB508936,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4720,GB508937,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4721,GB508938,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4722,GB508939,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4723,GB508940,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4724,GB508941,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4725,GB508942,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4726,GB508943,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4727,GB508944,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4728,GB508945,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4729,GB508946,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4730,GB508947,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4731,GB508948,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4732,GB508949,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4733,GB508950,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4734,GB508951,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4735,GB508952,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4736,GB508953,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4737,GB508954,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4738,GB508955,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4739,GB508956,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4740,GB508957,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4741,GB508958,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4742,GB508959,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4743,GB508960,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4744,GB508962,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4745,GB508963,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4746,GB508964,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4747,GB508965,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4748,GB508966,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4749,GB508967,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4750,GB508968,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4751,GB508969,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4752,GB508970,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4753,GB508971,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4754,GB508972,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4755,GB508973,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4756,GB508974,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4757,GB508975,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4758,GB508976,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4759,GB508977,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4760,GB508978,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4761,GB508979,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4762,GB508980,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4763,GB508981,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4764,GB508982,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4765,GB508984,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4766,GB508985,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4767,GB508986,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4768,GB508987,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4769,GB508988,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4770,GB508989,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4771,GB508990,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4772,GB508991,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4773,GB508992,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4774,GB508993,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4775,GB508994,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4776,GB508995,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4777,GB508996,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4778,GB508997,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4779,GB508998,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4780,GB508999,DIVRE 3,MRL,GERBONG,89,1989,32,>30 th
4781,GB509002,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4782,GB509004,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4783,GB509005,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4784,GB509006,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4785,GB509007,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4786,GB509008,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4787,GB509010,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4788,GB5090100,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4789,GB5090101,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4790,GB5090102,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4791,GB5090103,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4792,GB5090104,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4793,GB5090105,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4794,GB5090106,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4795,GB5090107,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4796,GB5090108,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4797,GB5090109,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4798,GB509011,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4799,GB5090110,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4800,GB5090111,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4801,GB5090112,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4802,GB5090113,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4803,GB5090114,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4804,GB5090116,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4805,GB5090117,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4806,GB5090118,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4807,GB5090119,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4808,GB509012,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4809,GB5090120,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4810,GB5090121,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4811,GB5090122,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4812,GB5090123,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4813,GB5090124,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4814,GB5090125,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4815,GB5090126,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4816,GB5090127,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4817,GB5090128,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4818,GB5090129,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4819,GB509013,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4820,GB5090130,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4821,GB5090131,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4822,GB5090132,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4823,GB5090133,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4824,GB5090134,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4825,GB5090135,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4826,GB5090136,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4827,GB5090137,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
4828,GB5090139,DIVRE 3,MRL,GERBONG,90,1990,31,>30 th
