,NOMOR_IDENTITAS,DAOP,DEPO,JENIS,tgl_masa_uji,STATUS_UJI
156,GD4211181,DIVRE 3,SIG,GERBONG,2019-11-08,Kadaluarsa
157,GD4211182,DAOP 8,SDT,GERBONG,2020-04-18,Kadaluarsa
158,GD4211183,DAOP 8,SDT,GERBONG,2022-01-22,Masih Berlaku
159,GD4211184,DIVRE 3,SIG,GERBONG,2020-07-13,Kadaluarsa
160,GD4211185,DAOP 1,JAKG,GERBONG,2020-10-26,Kadaluarsa
161,GD4211186,DAOP 1,JAKG,GERBONG,2020-02-23,Kadaluarsa
162,GD4211187,DAOP 8,SDT,GERBONG,2020-10-26,Kadaluarsa
163,GD4211188,DIVRE 3,SIG,GERBONG,2022-04-30,Masih Berlaku
164,GD4211189,DIVRE 3,SIG,GERBONG,2020-04-18,Kadaluarsa
165,GD421119,DAOP 1,RK,GERBONG,2020-04-18,Kadaluarsa
166,GD4211190,DAOP 8,SDT,GERBONG,2020-08-03,Kadaluarsa
167,GD4211191,DAOP 1,JAKG,GERBONG,2020-08-03,Kadaluarsa
168,GD4211192,DAOP 8,SDT,GERBONG,2020-11-28,Kadaluarsa
169,GD4211193,DAOP 8,SDT,GERBONG,2022-01-15,Masih Berlaku
170,GD4211194,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
171,GD4211195,DAOP 1,JAKG,GERBONG,2020-08-03,Kadaluarsa
172,GD4211196,DAOP 1,JAKG,GERBONG,2020-07-13,Kadaluarsa
173,GD4211197,DAOP 1,JAKG,GERBONG,2019-01-27,Kadaluarsa
174,GD4211198,DAOP 8,SDT,GERBONG,2020-10-26,Kadaluarsa
175,GD4211199,DAOP 1,JAKG,GERBONG,2021-08-29,Kadaluarsa
176,GD421120,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
177,GD4211200,DAOP 1,JAKG,GERBONG,2020-08-31,Kadaluarsa
178,GD4211201,DIVRE 3,SIG,GERBONG,2022-04-30,Masih Berlaku
179,GD4211202,DAOP 8,SDT,GERBONG,2020-10-26,Kadaluarsa
180,GD4211203,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
181,GD4211204,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
182,GD4211205,DAOP 8,SDT,GERBONG,2020-07-06,Kadaluarsa
183,GD4211206,DIVRE 3,SIG,GERBONG,2022-04-30,Masih Berlaku
184,GD4211207,DIVRE 3,SIG,GERBONG,2020-06-29,Kadaluarsa
185,GD4211208,DIVRE 3,SIG,GERBONG,2020-07-06,Kadaluarsa
186,GD4211209,DAOP 1,JAKG,GERBONG,2020-10-26,Kadaluarsa
187,GD421121,DAOP 1,RK,GERBONG,2020-02-23,Kadaluarsa
188,GD4211210,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
189,GD4211211,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
190,GD4211212,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
191,GD4211213,DAOP 1,JAKG,GERBONG,2020-10-26,Kadaluarsa
192,GD4211214,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
193,GD4211215,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
194,GD4211216,DIVRE 3,SIG,GERBONG,2020-07-13,Kadaluarsa
195,GD4211217,DAOP 1,JAKG,GERBONG,2020-02-23,Kadaluarsa
196,GD4211218,DAOP 1,JAKG,GERBONG,2020-04-18,Kadaluarsa
197,GD4211219,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
198,GD421122,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
199,GD4211220,DAOP 1,JAKG,GERBONG,2021-10-16,Kadaluarsa
200,GD4211221,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
201,GD4211222,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
202,GD4211223,DIVRE 3,SIG,GERBONG,2007-01-01,Kadaluarsa
203,GD4211224,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
204,GD4211225,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
205,GD4211226,DIVRE 3,SIG,GERBONG,2020-07-06,Kadaluarsa
206,GD4211227,DIVRE 3,SIG,GERBONG,2020-06-29,Kadaluarsa
207,GD4211228,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
208,GD4211229,DIVRE 3,SIG,GERBONG,2019-12-08,Kadaluarsa
209,GD421123,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
210,GD4211230,DAOP 8,SDT,GERBONG,2020-07-06,Kadaluarsa
211,GD4211231,DIVRE 3,SIG,GERBONG,2020-07-06,Kadaluarsa
212,GD4211232,DAOP 1,JAKG,GERBONG,2020-08-03,Kadaluarsa
213,GD4211233,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
214,GD4211234,DAOP 1,JAKG,GERBONG,2020-10-26,Kadaluarsa
215,GD4211235,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
216,GD4211236,DAOP 8,SDT,GERBONG,2022-01-22,Masih Berlaku
217,GD4211237,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
218,GD4211238,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
219,GD4211239,DIVRE 3,SIG,GERBONG,2020-04-18,Kadaluarsa
220,GD421124,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
221,GD4211240,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
222,GD4211241,DAOP 1,JAKG,GERBONG,2020-08-31,Kadaluarsa
223,GD4211242,DAOP 8,SDT,GERBONG,2020-04-18,Kadaluarsa
224,GD4211243,DAOP 1,JAKG,GERBONG,2007-01-01,Kadaluarsa
225,GD4211244,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
226,GD4211245,DAOP 1,JAKG,GERBONG,2020-09-21,Kadaluarsa
227,GD4211246,DIVRE 3,SIG,GERBONG,2022-01-22,Masih Berlaku
228,GD421126,DAOP 1,RK,GERBONG,2020-07-13,Kadaluarsa
229,GD4211267,DAOP 1,RK,GERBONG,2021-10-16,Kadaluarsa
230,GD4211268,DAOP 1,RK,GERBONG,2020-04-18,Kadaluarsa
231,GD421127,DAOP 1,RK,GERBONG,2020-11-28,Kadaluarsa
232,GD421128,DAOP 1,RK,GERBONG,2020-07-13,Kadaluarsa
233,GD4211280,DAOP 1,RK,GERBONG,2020-04-18,Kadaluarsa
234,GD4211281,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
235,GD421129,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
236,GD421130,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
237,GD421131,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
238,GD421132,DAOP 1,RK,GERBONG,2007-01-01,Kadaluarsa
239,GD421133,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
240,GD421134,DAOP 1,RK,GERBONG,2020-10-26,Kadaluarsa
241,GD421135,DAOP 1,RK,GERBONG,2007-01-01,Kadaluarsa
242,GD421136,DAOP 1,RK,GERBONG,2020-10-26,Kadaluarsa
243,GD421141,DAOP 1,RK,GERBONG,2020-08-31,Kadaluarsa
244,GD421142,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
245,GD421143,DAOP 1,RK,GERBONG,2020-04-18,Kadaluarsa
246,GD421144,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
247,GD421145,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
248,GD421146,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
249,GD421147,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
250,GD421148,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
251,GD421149,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
252,GD421150,DAOP 1,RK,GERBONG,2020-04-18,Kadaluarsa
253,GD421151,DAOP 1,RK,GERBONG,2020-07-13,Kadaluarsa
254,GD421152,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
255,GD421153,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
256,GD421154,DAOP 1,RK,GERBONG,2020-12-06,Kadaluarsa
257,GD421155,DAOP 1,RK,GERBONG,2007-01-01,Kadaluarsa
258,GD421156,DAOP 1,RK,GERBONG,2020-09-21,Kadaluarsa
259,GD421157,DAOP 1,RK,GERBONG,2020-12-06,Kadaluarsa
260,GD421158,DAOP 1,RK,GERBONG,2020-07-13,Kadaluarsa
261,GD421159,DAOP 1,RK,GERBONG,2020-02-23,Kadaluarsa
262,GD421160,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
263,GD421161,DAOP 1,RK,GERBONG,2020-02-23,Kadaluarsa
264,GD421162,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
265,GD421163,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
266,GD421164,DAOP 1,RK,GERBONG,2020-02-23,Kadaluarsa
267,GD421185,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
268,GD421186,DAOP 1,RK,GERBONG,2021-10-16,Kadaluarsa
269,GD421187,DAOP 1,RK,GERBONG,2020-09-21,Kadaluarsa
270,GD421188,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
271,GD421189,DAOP 1,RK,GERBONG,2007-01-01,Kadaluarsa
272,GD421190,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
273,GD421191,DAOP 1,RK,GERBONG,2020-10-26,Kadaluarsa
274,GD421192,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
275,GD421193,DAOP 1,RK,GERBONG,2007-01-01,Kadaluarsa
276,GD421194,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
277,GD421195,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
278,GD421196,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
279,GD421197,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
280,GD421198,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
281,GD421199,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
282,GD4212221,DIVRE 3,SIG,GERBONG,2020-08-31,Kadaluarsa
283,GD4212222,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
284,GD4212223,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
285,GD4212224,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
286,GD4212225,DAOP 1,RK,GERBONG,2007-01-01,Kadaluarsa
287,GD4212226,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
288,GD4212227,DAOP 1,JAKG,GERBONG,2022-01-29,Masih Berlaku
289,GD4212229,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
290,GD4212230,DAOP 1,JAKG,GERBONG,2020-04-18,Kadaluarsa
291,GD4212231,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
292,GD4212232,DAOP 8,SDT,GERBONG,2020-07-06,Kadaluarsa
293,GD4212233,DIVRE 3,SIG,GERBONG,2020-06-29,Kadaluarsa
294,GD4212234,DIVRE 3,SIG,GERBONG,2020-07-06,Kadaluarsa
295,GD4212235,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
296,GD4212236,DAOP 1,RK,GERBONG,2020-08-03,Kadaluarsa
297,GD4212237,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
298,GD4212238,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
299,GD4212239,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
300,GD4212240,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
301,GD4212241,DIVRE 3,SIG,GERBONG,2020-07-13,Kadaluarsa
302,GD4212242,DAOP 1,JAKG,GERBONG,2020-08-03,Kadaluarsa
303,GD4212243,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
304,GD4212244,DIVRE 3,SIG,GERBONG,2020-07-06,Kadaluarsa
305,GD4212245,DAOP 8,SDT,GERBONG,2020-10-26,Kadaluarsa
306,GD4212246,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
307,GD4212247,DAOP 8,SDT,GERBONG,2020-07-06,Kadaluarsa
308,GD4212248,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
309,GD4212249,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
310,GD4212250,DAOP 1,RK,GERBONG,2020-08-31,Kadaluarsa
311,GD4212251,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
312,GD4212252,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
313,GD4212253,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
314,GD4212254,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
315,GD4212255,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
316,GD4212256,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
317,GD4212257,DIVRE 3,SIG,GERBONG,2020-07-06,Kadaluarsa
318,GD4212258,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
319,GD4212259,DAOP 8,SDT,GERBONG,2020-11-28,Kadaluarsa
320,GD4212260,DIVRE 3,SIG,GERBONG,2020-07-06,Kadaluarsa
321,GD4212261,DAOP 8,SDT,GERBONG,2020-04-18,Kadaluarsa
322,GD4212262,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
323,GD4212263,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
324,GD4212264,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
325,GD4212265,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
326,GD4212266,DAOP 8,SDT,GERBONG,2020-07-06,Kadaluarsa
327,GD4212267,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
328,GD4212268,DAOP 1,JAKG,GERBONG,2020-10-26,Kadaluarsa
329,GD4212269,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
330,GD4212270,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
331,GD4212271,DAOP 8,SDT,GERBONG,2020-04-18,Kadaluarsa
332,GD4212272,DAOP 1,RK,GERBONG,2020-08-30,Kadaluarsa
333,GD4212273,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
334,GD4212274,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
335,GD4212275,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
336,GD4212276,DAOP 1,JAKG,GERBONG,2020-08-31,Kadaluarsa
337,GD4212277,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
338,GD4212278,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
339,GD4212280,DAOP 1,RK,GERBONG,2020-08-03,Kadaluarsa
340,GD4212281,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
341,GD4212282,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
342,GD4212283,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
343,GD4212284,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
344,GD4212285,DAOP 1,JAKG,GERBONG,2020-11-07,Kadaluarsa
345,GD4212286,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
346,GD4212287,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
347,GD4212288,DAOP 8,SDT,GERBONG,2020-10-26,Kadaluarsa
348,GD4212289,DAOP 1,RK,GERBONG,2020-10-26,Kadaluarsa
349,GD4212290,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
350,GD4212291,DAOP 1,RK,GERBONG,2020-03-01,Kadaluarsa
351,GD4212292,DAOP 1,RK,GERBONG,2022-01-28,Masih Berlaku
352,GD4212293,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
353,GD4212294,DAOP 1,RK,GERBONG,2021-10-16,Kadaluarsa
354,GD4212295,DAOP 1,RK,GERBONG,2020-03-01,Kadaluarsa
355,GD4212296,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
356,GD4212297,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
357,GD4212298,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
358,GD4212299,DAOP 8,SDT,GERBONG,2020-03-01,Kadaluarsa
359,GD4212300,DAOP 1,JAKG,GERBONG,2020-10-26,Kadaluarsa
360,GD4212301,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
361,GD4212302,DAOP 1,RK,GERBONG,2020-06-29,Kadaluarsa
362,GD4212303,DAOP 1,RK,GERBONG,2020-08-31,Kadaluarsa
363,GD4212304,DAOP 1,RK,GERBONG,2020-07-06,Kadaluarsa
364,GD4212305,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
365,GD4212306,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
366,GD4212307,DAOP 1,JAKG,GERBONG,2020-03-01,Kadaluarsa
367,GD4212308,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
368,GD4212309,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
369,GD4212310,DAOP 8,SDT,GERBONG,2020-03-01,Kadaluarsa
370,GD4212311,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
371,GD4212312,DAOP 8,SDT,GERBONG,2020-06-29,Kadaluarsa
372,GD4212313,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
373,GD4212314,DIVRE 3,SIG,GERBONG,2020-10-26,Kadaluarsa
374,GD4212315,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
375,GD4212316,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
376,GD4212317,DAOP 1,JAKG,GERBONG,2020-06-29,Kadaluarsa
377,GD4212318,DIVRE 3,SIG,GERBONG,2020-06-29,Kadaluarsa
378,GD4212319,DAOP 1,JAKG,GERBONG,2020-07-06,Kadaluarsa
379,GD4212320,DAOP 1,JAKG,GERBONG,2022-01-22,Masih Berlaku
380,GD4212321,DAOP 1,RK,GERBONG,2020-11-28,Kadaluarsa
