;NOMOR_IDENTITAS;DAOP;DEPO;JENIS;TAHUN;DAOP2;DAOP3;NAMA_DAOP;NAMA_DAOP2;NAMA_DEPO
16;GD409525;DAOP 1;JAKG;GERBONG;95;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
17;GD409526;DAOP 1;JAKG;GERBONG;95;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
18;GD409704;DAOP 4;SMC;GERBONG;97;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
19;GD409708;DAOP 1;JAKG;GERBONG;97;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
20;GD409720;DAOP 4;SMC;GERBONG;97;DAOP;4;DAOP 4;DAOP 4;DEPO KERETA SMC
21;GD409730;DAOP 1;JAKG;GERBONG;97;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
22;GD409732;DAOP 1;JAKG;GERBONG;97;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
23;GD421001;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
24;GD421002;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
25;GD421003;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
26;GD421004;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
27;GD421005;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
28;GD421006;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
29;GD421007;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
30;GD421008;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
31;GD421009;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
32;GD421010;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
33;GD421011;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
34;GD421012;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
35;GD421013;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
36;GD421014;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
37;GD421015;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
38;GD421016;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
39;GD421017;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
40;GD421018;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
41;GD421019;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
42;GD421020;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
43;GD421021;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
44;GD421022;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
45;GD421023;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
46;GD421024;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
47;GD421025;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
48;GD421027;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
49;GD421028;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
50;GD421029;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
51;GD421030;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
52;GD421031;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
53;GD421032;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
54;GD421033;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
55;GD421034;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
56;GD421035;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
57;GD421036;DAOP 1;RK;GERBONG;10;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
58;GD421101;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
59;GD421102;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
60;GD421103;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
61;GD421104;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
62;GD421105;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
63;GD421106;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
64;GD421107;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
65;GD421108;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
66;GD421109;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
67;GD421110;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
68;GD4211100;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
69;GD4211101;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
70;GD4211102;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
71;GD4211103;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
72;GD4211104;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
73;GD4211106;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
74;GD4211107;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
75;GD4211108;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
76;GD4211109;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
77;GD421111;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
78;GD4211110;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
79;GD4211111;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
80;GD4211112;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
81;GD4211113;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
82;GD4211114;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
83;GD4211115;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
84;GD4211116;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
85;GD4211117;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
86;GD4211118;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
87;GD4211119;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
88;GD421112;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
89;GD4211120;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
90;GD4211121;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
91;GD4211122;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
92;GD4211123;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
93;GD4211124;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
94;GD4211125;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
95;GD4211126;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
96;GD4211127;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
97;GD4211128;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
98;GD4211129;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
99;GD421113;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
100;GD4211130;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
101;GD4211131;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
102;GD4211132;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
103;GD4211133;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
104;GD4211134;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
105;GD4211135;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
106;GD4211136;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
107;GD4211137;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
108;GD4211138;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
109;GD4211139;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
110;GD421114;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
111;GD4211140;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
112;GD4211141;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
113;GD4211142;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
114;GD4211143;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
115;GD4211144;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
116;GD4211145;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
117;GD4211146;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
118;GD4211147;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
119;GD4211148;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
120;GD4211149;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
121;GD421115;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
122;GD4211150;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
123;GD4211151;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
124;GD4211152;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
125;GD4211153;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
126;GD4211154;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
127;GD4211155;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
128;GD4211156;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
129;GD4211157;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
130;GD4211158;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
131;GD4211159;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
132;GD421116;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
133;GD4211160;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
134;GD4211161;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
135;GD4211162;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
136;GD4211163;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
137;GD4211164;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
138;GD4211165;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
139;GD4211166;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
140;GD4211167;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
141;GD4211168;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
142;GD4211169;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
143;GD421117;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
144;GD4211170;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
145;GD4211171;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
146;GD4211172;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
147;GD4211173;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
148;GD4211174;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
149;GD4211175;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
150;GD4211176;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
151;GD4211177;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
152;GD4211178;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
153;GD4211179;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
154;GD421118;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
155;GD4211180;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
156;GD4211181;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
157;GD4211182;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
158;GD4211183;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
159;GD4211184;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
160;GD4211185;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
161;GD4211186;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
162;GD4211187;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
163;GD4211188;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
164;GD4211189;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
165;GD421119;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
166;GD4211190;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
167;GD4211191;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
168;GD4211192;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
169;GD4211193;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
170;GD4211194;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
171;GD4211195;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
172;GD4211196;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
173;GD4211197;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
174;GD4211198;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
175;GD4211199;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
176;GD421120;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
177;GD4211200;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
178;GD4211201;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
179;GD4211202;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
180;GD4211203;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
181;GD4211204;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
182;GD4211205;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
183;GD4211206;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
184;GD4211207;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
185;GD4211208;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
186;GD4211209;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
187;GD421121;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
188;GD4211210;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
189;GD4211211;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
190;GD4211212;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
191;GD4211213;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
192;GD4211214;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
193;GD4211215;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
194;GD4211216;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
195;GD4211217;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
196;GD4211218;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
197;GD4211219;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
198;GD421122;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
199;GD4211220;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
200;GD4211221;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
201;GD4211222;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
202;GD4211223;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
203;GD4211224;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
204;GD4211225;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
205;GD4211226;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
206;GD4211227;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
207;GD4211228;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
208;GD4211229;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
209;GD421123;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
210;GD4211230;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
211;GD4211231;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
212;GD4211232;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
213;GD4211233;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
214;GD4211234;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
215;GD4211235;DAOP 8;SDT;GERBONG;11;DAOP;8;DAOP 8;DAOP 8;DEPO GERBONG SDT
216;GD4211236;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
217;GD4211237;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
218;GD4211238;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
219;GD4211239;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
220;GD421124;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
221;GD4211240;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
222;GD4211241;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
223;GD4211242;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
224;GD4211243;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
225;GD4211244;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
226;GD4211245;DAOP 1;JAKG;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO GERBONG JAKG
227;GD4211246;DIVRE 3;SIG;GERBONG;11;DIVRE;3;DIVRE 3;DIVRE III;DEPO GERBONG SIG
228;GD421126;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
229;GD4211267;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
230;GD4211268;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
231;GD421127;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
232;GD421128;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
233;GD4211280;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
234;GD4211281;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
235;GD421129;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
236;GD421130;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
237;GD421131;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
238;GD421132;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
239;GD421133;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
240;GD421134;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
241;GD421135;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
242;GD421136;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
243;GD421141;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
244;GD421142;DAOP 1;RK;GERBONG;11;DAOP;1;DAOP 1;DAOP 1;DEPO KERETA RK
