,id,kode_sarana,kode_sarana_lama,id_kartu,id_jenis,id_sub_jenis,seri,tahun_dinas,id_depo,status,negara_asal,tgl_uji_pertama,tgl_masa_uji,tgl_masa_perawatan,pabrikan,id_pemilik,created_at,last_update,DAOP,TAHUN,id_daops,NAMA_DEPO,KODE_DEPO
0,1,SR38401,MTT 2151,0,9,22,85,1984,43,Aktiv,,0000-00-00,2020-02-14,0000-00-00,PLASSER AND THEURER,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 1,84.0,16,,
1,2,SU07501,HKPW ,0,9,21,188,1975,49,Tidak Aktiv,,0000-00-00,0000-00-00,0000-00-00,(kosong),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,18,,
2,3,SU39501,EM - 120,0,9,21,190,1995,20,Tidak Aktiv,,0000-00-00,2021-08-19,0000-00-00,PLASSER AND THEURER,2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
3,4,SC38301,HITACHI UDW 90,0,9,20,63,1983,66,Aktiv,,0000-00-00,0000-00-00,0000-00-00,HITACHI,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,83.0,26,DEPO LOKOMOTIF TANJUNG KARANG,
4,5,SC39301,GOTTWALD GS100.05,0,9,20,63,1993,48,Aktiv,,0000-00-00,0000-00-00,0000-00-00,GOTTWALD,2,0000-00-00 00:00:00,0000-00-00 00:00:00,BY LT,93.0,18,GOLONGAN FASILITAS KERJA,
5,6,SC39302,GOTTWALD GS100.05,0,9,20,63,1993,22,Aktiv,,0000-00-00,0000-00-00,0000-00-00,GOTTWALD,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 3,93.0,9,DEPO LOKOMOTIF CIREBON,
6,10,SN00402,NR 26 / EX. GGW,0,9,19,174,2004,40,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 9,4.0,15,DEPO LOKOMOTIF JEMBER,
7,11,SN01501,NR 19 / EX. GGW,0,9,19,169,1915,57,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 1,15.0,7,DEPO LOKOMOTIF RANGKAS,
8,12,SN02101,GGR 2429,0,9,19,147,1921,14,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 1,21.0,7,DEPO LOKOMOTIF TANAHABANG,
9,13,SN03101,NR 5 /EX.  GGW,0,9,19,177,1931,49,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 3,31.0,18,DEPO LOKOMOTIF KERTAPATI,
10,14,SN05801,KB3 58001 /EX.  GGW,0,9,19,161,1958,45,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 2,58.0,17,DEPO LOKOMOTIF PADANG,
11,15,SN07701,GGW 02/NR 02,0,9,19,149,1977,32,Aktiv,,0000-00-00,2019-02-14,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 1,77.0,16,DEPO LOKOMOTIF MEDAN,
12,16,SN07702,GGW 04/NR 04,0,9,19,150,1977,44,Aktiv,,0000-00-00,2020-02-14,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 1,77.0,16,DEPO LOKOMOTIF KISARAN,
13,17,SN07703,NR 03 / EX. GGW,0,9,19,165,1977,43,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 1,77.0,16,DEPO LOKOMOTIF MEDAN,
14,19,SN07902,GGW ,0,9,19,148,1979,36,Tidak Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,14,,
15,21,SN07904,GGW 49/GT 30 79 35,0,9,19,157,1979,26,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 5,79.0,11,DEPO LOKOMOTIF PURWOKERTO,
16,24,SN07907,GGW 112/GT 30 79 39,0,9,19,151,1979,63,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 5,79.0,11,DEPO LOKOMOTIF KUTOARJO,
17,26,SN07909,GGW,0,9,19,148,1979,26,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 5,79.0,11,DEPO LOKOMOTIF PURWOKERTO,
18,27,SN07910,NR 14 /EX. GGW,0,9,19,167,1979,28,Tidak Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
19,28,SN07911,NR 27 / EX. GGW,0,9,19,175,1979,28,Tidak Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
20,29,SN07912,Ex. DGGW 47,0,9,19,145,1979,81,Aktiv,,0000-00-00,2019-11-01,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 7,79.0,13,DEPO LOKOMOTIF MADIUN,
21,30,SN07916,NR 2 / EX. GGW / SN08201,0,9,19,170,1982,20,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 2,79.0,8,DEPO LOKOMOTIF BANDUNG,
22,32,SN08402,NR 202 Ex GGW 153,0,9,19,172,1984,24,Aktiv,,0000-00-00,2019-12-15,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 4,84.0,10,DEPO LOKOMOTIF SEMARANG PONCOL,
23,33,SN08501,GGW 124,0,9,19,152,1985,32,Aktiv,,0000-00-00,2019-11-01,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 7,85.0,13,DEPO LOKOMOTIF MADIUN,
24,36,SN03102,NRU 7003 / EX. GGW/SN08504,0,9,19,176,1985,49,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 3,31.0,18,DEPO LOKOMOTIF KERTAPATI,
25,37,SN09101,NR 20 / EX. GGW,0,9,19,171,1991,48,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,91.0,26,DEPO LOKOMOTIF TANJUNG KARANG,
26,38,SN08508,NR 105 Ex GGW 105/SN09501,0,9,19,166,1995,69,Aktiv,,0000-00-00,2019-09-22,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 4,85.0,10,DEPO LOKOMOTIF TEGAL,69.0
27,39,SN08509,NRU 5051 / EX. GGW/SN00101,0,9,19,180,2001,49,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 3,85.0,18,DEPO LOKOMOTIF TANJUNG ENIM BARU,55.0
28,40,SN08510,GGWRU 140/SN00201,0,9,19,160,2002,27,Aktiv,,0000-00-00,2019-03-15,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 5,85.0,11,DEPO LOKOMOTIF KROYA,
29,41,SN08511,NR 25 ex cabonase 25 / SN00301,0,9,19,173,2003,55,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 3,85.0,18,DEPO LOKOMOTIF TANJUNG ENIM BARU,55.0
30,42,SN08202,NR 16 / EX. GGW / SN00401,0,9,19,168,2004,20,Tidak Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
31,43,SN00801,NNW 08501,0,9,19,163,2008,30,Tidak Aktiv,,0000-00-00,0000-00-00,0000-00-00,PT INKA,2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
32,44,SN00802,NNW 08502,0,9,19,164,2008,20,Tidak Aktiv,,0000-00-00,0000-00-00,0000-00-00,PT INKA,2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
33,45,SN03103,DRU 04/SN00901,0,9,19,145,2009,48,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,31.0,26,DEPO LOKOMOTIF TANJUNG KARANG,
34,46,SN03104,DRU 7002/SN00902,0,9,19,146,2009,48,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,31.0,26,DEPO LOKOMOTIF TANJUNG KARANG,
35,47,SN03105,NW 4 ex CRU 7003/SN00903,0,9,19,183,2009,66,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,31.0,26,DEPO LOKOMOTIF TANJUNG KARANG,
36,48,SN03106,NW 4 ex DRU 5053/SN00904,0,9,19,182,2009,66,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,31.0,26,DEPO LOKOMOTIF TANJUNG KARANG,
37,49,SN08203,NR 14 /EX. GGW/SN01001,0,9,19,167,2010,49,Aktiv,,0000-00-00,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 3,82.0,18,DEPO LOKOMOTIF KERTAPATI,
38,50,SN06401,NR 8505 / SN01002,0,9,19,179,2010,15,Aktiv,,0000-00-00,2019-10-20,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 1,64.0,7,DEPO LOKOMOTIF CIPINANG,
39,51,SN08512,NW 78710/SN01003,0,9,19,184,2010,48,Aktiv,,0000-00-00,2020-10-17,0000-00-00,PT INKA,2,0000-00-00 00:00:00,0000-00-00 00:00:00,BY LT,85.0,18,GOLONGAN FASILITAS KERJA,
40,52,SR38409,PBR 453,0,9,22,116,1984,44,Aktiv,,0000-00-00,2018-05-24,0000-00-00,PLASSER AND THEURER,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 1,84.0,16,,
41,53,SN31001,NW 87201,0,9,19,185,2010,17,Tidak Aktiv,,0000-00-00,0000-00-00,0000-00-00,PT INKA,2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,7,,
42,54,SR38402,MTT 2152,0,9,22,86,1984,35,Aktiv,,0000-00-00,2020-09-07,0000-00-00,PLASSER AND THEURER,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 8,84.0,14,,
43,55,SR38403,MTT 2153,0,9,22,87,1984,43,Aktiv,,0000-00-00,2018-05-24,0000-00-00,PLASSER AND THEURER,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 1,84.0,16,,
44,56,SR38404,MTT 2154,0,9,22,88,1984,22,Aktiv,,0000-00-00,2021-08-22,0000-00-00,PLASSER AND THEURER,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 3,84.0,9,,
45,57,SR38405,MTT 2217,0,9,22,89,1984,73,Aktiv,,0000-00-00,2020-11-01,0000-00-00,PLASSER AND THEURER,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 6,84.0,12,,
46,58,SR38406,MTT 2218,0,9,22,90,1984,24,Aktiv,,0000-00-00,2019-09-21,0000-00-00,PLASSER AND THEURER,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 4,84.0,10,,
47,59,SR38407,PBR 431,0,9,22,114,1984,24,Aktiv,,0000-00-00,2019-09-21,0000-00-00,PLASSER AND THEURER,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 7,84.0,13,,
48,60,SR38408,PBR 452,0,9,22,115,1984,35,Aktiv,,0000-00-00,2020-09-07,0000-00-00,PLASSER AND THEURER,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 8,84.0,14,,
49,97,SI37801,K237802/KD2 78202,0,9,23,0,1978,14,Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 1,78.0,7,DEPO LOKOMOTIF TANAHABANG,
50,98,SK38201,K238205/KD2 82205,0,9,41,0,1982,43,Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 1,82.0,16,DEPO LOKOMOTIF MEDAN,
51,100,SN38202,K238207/KD2 82207,0,9,19,0,1982,20,Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 8,82.0,14,DEPO LOKOMOTIF SIDOTOPO,
52,101,K238211,KD2 82211,0,3,26,0,1982,20,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
53,103,K238220,KD2 82231,0,3,26,0,1982,30,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
54,105,K238001,KD2 80201,0,9,23,0,1980,30,Tidak Aktiv,,2009-12-28,2019-12-14,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
55,106,K238201,KD2 82201,0,9,23,0,1982,30,Tidak Aktiv,,2009-12-28,2019-12-14,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
56,107,K238202,KD2 82202,0,3,26,0,1982,30,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
57,108,K238204,KD2 82204,0,9,19,0,1982,30,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
58,109,K238208,KD2 82208,0,9,23,0,1982,30,Tidak Aktiv,,2009-12-28,2019-12-14,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
59,110,K238212,KD2 82212,0,3,26,0,1982,30,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
60,115,K238214,KD2 82216,0,3,26,0,1982,24,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,10,,
61,118,SK38202,K238217/KD2 82224,0,9,41,0,1982,49,Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 3,82.0,18,DEPO LOKOMOTIF KERTAPATI,
62,121,SK38001,K238002/KD2 80202,0,9,41,0,1980,43,Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 1,80.0,16,DEPO LOKOMOTIF MEDAN,
63,126,K238218,KD2 82229,0,3,26,0,1982,20,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
64,127,SK38701,K238702/KD2 87202,0,9,41,0,1987,17,Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 3,87.0,18,DEPO LOKOMOTIF KERTAPATI,
65,186,K320502,KRDE3 05202,0,3,27,0,2005,30,Tidak Aktiv,,2012-12-28,2009-12-28,0000-00-00,HOLEC-PT INKA (Persero),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
66,187,K320503,KRDE3 05203,0,3,27,0,2005,30,Tidak Aktiv,,2012-12-28,2009-12-28,0000-00-00,HOLEC-PT INKA (Persero),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
67,188,K320504,KRDE3 05204,0,3,27,0,2005,30,Tidak Aktiv,,2012-12-28,2009-12-28,0000-00-00,HOLEC-PT INKA (Persero),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
68,189,K320505,KRDE3 05205,0,3,27,0,2005,30,Tidak Aktiv,,2012-12-28,2009-12-28,0000-00-00,HOLEC-PT INKA (Persero),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,12,,
69,202,K330801,KRDI3 08201,0,3,27,0,2008,35,Aktiv,,2008-12-19,2017-03-29,0000-00-00,PT INKA,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 8 SB,8.0,14,DEPO LOKOMOTIF SBI,
70,204,K330802,KRDI3 08202,0,3,27,0,2008,35,Aktiv,,2008-12-19,2017-03-29,0000-00-00,PT INKA,2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 8 SB,8.0,14,DEPO LOKOMOTIF SBI,
71,220,SK38203,KD3 82214/K338205,0,9,41,0,1982,66,Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,82.0,26,DEPO LOKOMOTIF TANJUNG KARANG,
72,227,K338202,KD3 82209,0,3,26,0,1982,36,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,14,,
73,232,K338212,KD3 82244,0,9,23,0,1982,34,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,14,,
74,233,K338214,KD3 82255,0,9,23,0,1982,34,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,14,,
75,234,K338215,KD3 82256,0,3,26,0,1982,36,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,14,,
76,240,K338207,KD3 82219,0,3,26,0,1982,34,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,14,,
77,241,K338701,KD3 87204,0,9,23,0,1987,36,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,14,,
78,242,K338206,KD3 82215,0,3,26,0,1982,24,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,NIPPON SHARYO (JEPANG),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,10,,
79,1080,K319701,KL3-97247,0,2,3,0,1997,18,Tidak Aktiv,,0000-00-00,0000-00-00,0000-00-00,HOLEC BN,2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,24,,
80,1139,GB306501,KKBW 23,0,4,16,57,1965,21,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
81,1140,GB306502,KKBW 37,0,4,16,57,1965,21,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
82,1141,GB306503,KKBW 76,0,4,16,57,1965,21,Aktiv,,2009-12-28,2019-10-20,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 3,65.0,9,DEPO GERBONG AWN,79.0
83,1142,GB306504,KKBW 87,0,4,16,57,1965,21,Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 3,65.0,9,DEPO GERBONG AWN,79.0
84,1143,GB306505,KKBW 88,0,4,16,57,1965,21,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
85,1144,GB306506,KKBW 128,0,4,16,57,1965,21,Aktiv,,2009-12-28,2022-01-21,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 2,65.0,8,DEPO KERETA BD,21.0
86,1145,GB306507,KKBW 132,0,4,16,57,1965,21,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
87,1146,GB306508,KKBW 140,0,4,16,57,1965,21,Aktiv,,2009-12-28,2022-01-21,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 2,65.0,8,DEPO KERETA BD,21.0
88,1147,GB306509,KKBW 148,0,4,16,57,1965,21,Aktiv,,2009-12-28,2020-10-24,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 2,65.0,8,DEPO KERETA BD,21.0
89,1148,GB306510,KKBW 231,0,4,16,57,1965,21,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
90,1149,GB306511,KKBW 232,0,4,16,57,1965,21,Aktiv,,2009-12-28,2022-01-21,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 3,65.0,9,DEPO GERBONG AWN,79.0
91,1150,GB306512,KKBW 245,0,4,16,57,1965,21,Aktiv,,2009-12-28,2022-01-21,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 2,65.0,8,DEPO KERETA BD,21.0
92,1151,GB306513,KKBW 254,0,4,16,57,1965,21,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
93,1152,GB306514,KKBW 258,0,4,16,57,1965,21,Aktiv,,2009-12-28,2022-01-21,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 3,65.0,9,DEPO GERBONG AWN,79.0
94,1153,GB306515,KKBW 266,0,4,16,57,1965,21,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
95,1154,GB306516,KKBW 268,0,4,16,57,1965,21,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
96,1155,GB306517,KKBW 269,0,4,16,57,1965,21,Aktiv,,2009-12-28,2019-03-17,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 3,65.0,9,DEPO GERBONG AWN,79.0
97,1156,GB306518,KKBW 278,0,4,16,57,1965,21,Tidak Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
98,1157,GB306519,KKBW 280,0,4,16,57,1965,21,Aktiv,,2009-12-28,0000-00-00,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 3,65.0,9,DEPO GERBONG AWN,79.0
99,1158,GB308432,ZZOW 30079,0,4,16,58,1984,21,Aktiv,,2009-12-28,2020-10-24,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 4,84.0,10,DEPO KERETA SMC,25.0
100,1159,GB308433,ZZOW 30082,0,4,16,58,1984,21,Aktiv,,2009-12-28,2020-10-24,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 2,84.0,8,DEPO KERETA BD,21.0
101,1160,GB308434,ZZOW 30083,0,4,16,58,1984,21,Tidak Aktiv,,2009-12-28,2019-09-08,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
102,1161,GB308435,ZZOW 30087,0,4,16,58,1984,21,Aktiv,,2009-12-28,2020-10-24,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 2,84.0,8,DEPO KERETA BD,21.0
103,1162,GB308436,ZZOW 30097,0,4,16,58,1984,21,Tidak Aktiv,,2009-12-28,2022-01-21,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
104,1163,GB308437,ZZOW 30103,0,4,16,58,1984,21,Aktiv,,2009-12-28,2019-03-17,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 1,84.0,7,DEPO GERBONG JAKG,19.0
105,1164,GB308438,ZZOW 30105,0,4,16,58,1984,21,Aktiv,,2009-12-28,2017-09-21,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 5,84.0,11,DEPO GERBONG MA,65.0
106,1165,GB308439,ZZOW 30109,0,4,16,58,1984,21,Aktiv,,2009-12-28,2020-10-24,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 4,84.0,10,DEPO KERETA SMC,25.0
107,1166,GB308440,ZZOW 30136,0,4,16,58,1984,21,Aktiv,,2009-12-28,2022-01-21,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 2,84.0,8,DEPO KERETA BD,21.0
108,1167,GB308441,ZZOW 30144,0,4,16,58,1984,21,Aktiv,,2009-12-28,2020-10-24,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 2,84.0,8,DEPO KERETA BD,21.0
109,1168,GB308442,ZZOW 30145,0,4,16,58,1984,21,Tidak Aktiv,,2009-12-28,2020-10-24,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
110,1169,GB308443,ZZOW 30161,0,4,16,58,1984,21,Tidak Aktiv,,2009-12-28,2020-10-24,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,8,,
111,1170,GB308444,ZZOW 30170,0,4,16,58,1984,21,Aktiv,,2009-12-28,2020-10-24,0000-00-00,ARAD (RUMANIA),2,0000-00-00 00:00:00,0000-00-00 00:00:00,DAOP 2,84.0,8,DEPO KERETA BD,21.0
