,id,kode_sarana,kode_sarana_lama,id_kartu,id_jenis,id_sub_jenis,seri,tahun_dinas,id_depo,status,negara_asal,tgl_uji_pertama,tgl_masa_uji,tgl_masa_perawatan,pabrikan,id_pemilik,created_at,last_update,DAOP,TAHUN,id_daops,NAMA_DEPO,KODE_DEPO
7166,9791,GB5011415,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7167,9792,GB5011416,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2020-05-23,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7168,9793,GB5011211,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7169,9794,GB5011212,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7170,9795,GB5011213,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-05-23,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7171,9796,GB5011417,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2020-05-10,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7172,9797,GB5011214,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7173,9798,GB5011418,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2019-10-25,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7174,9799,GB5011215,,0,4,16,57,2011,54,Aktiv,,2009-12-28,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7175,9800,GB5011419,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2019-11-08,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7176,9801,GB5011216,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2019-11-02,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7177,9802,GB5011217,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2020-05-10,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7178,9803,GB5011420,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7179,9804,GB5011218,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7180,9805,GB5011219,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7181,9806,GB5011220,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2019-12-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7182,9807,GB5011221,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-12-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7183,9808,GB5011222,,0,4,16,57,2011,54,Aktiv,,0000-00-00,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7184,9810,GB5011224,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7185,9811,GB5011225,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7186,9812,GB5011226,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7187,9813,GB5011227,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7188,9814,GB5011228,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7189,9815,GB5011229,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7190,9816,GB5011230,,0,4,16,57,2011,54,Aktiv,,2012-12-13,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7191,9817,GB5011231,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-08-02,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7192,9818,GB5011232,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7193,9819,GB5011233,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7194,9820,GB5011234,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7195,9821,GB5011235,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7196,9822,GB5011236,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7197,9823,GB5011237,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7198,9824,GB5011238,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7199,9825,GB5011239,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7200,9826,GB5011401,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-09-10,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7201,9827,GB5011240,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-10-25,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7202,9828,GB5011241,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-05-23,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7203,9829,GB5011242,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7204,9830,GB5011243,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-08-02,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7205,9831,GB5011244,,0,4,16,57,2011,54,Tidak Aktiv,,2011-12-13,0000-00-00,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,26,,
7206,9832,GB5011402,,0,4,16,57,2011,54,Aktiv,,2012-12-13,2020-09-10,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7207,9833,GB5011245,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7208,9834,GB5011403,,0,4,16,57,2011,54,Aktiv,,0000-00-00,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7209,9835,GB5011246,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7210,9836,GB5011404,,0,4,16,57,3011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7211,9837,GB5011405,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-12-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7212,9838,GB5011247,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7213,9839,GB5011406,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-05-23,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7214,9840,GB5011407,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-09-10,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7215,9841,GB5011248,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-10-25,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7216,9842,GB5011408,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-11-02,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7217,9843,GB5011249,,0,4,16,57,2011,54,Tidak Aktiv,,2011-12-13,0000-00-00,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,26,,
7218,9844,GB5011409,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-10-25,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7219,9845,GB5011250,,0,4,16,57,2011,54,Tidak Aktiv,,2011-12-13,2020-05-10,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,26,,
7220,9846,GB5011251,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7221,9847,GB5011410,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7222,9848,GB5011252,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-10-25,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7223,9849,GB5011253,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7224,9850,GB5011254,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7225,9852,GB5011392,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7226,9853,GB5011255,,0,4,16,57,2011,54,Aktiv,,0000-00-00,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7227,9854,GB5011256,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-28,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7228,9855,GB5011393,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7229,9856,GB5011257,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7230,9857,GB5011394,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-11-02,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7231,9858,GB5011258,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2019-09-20,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7232,9859,GB5011259,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7233,9860,GB5011260,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-04-26,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7234,9861,GB5011395,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7235,9862,GB5011261,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7236,9863,GB5011396,,0,4,16,57,2011,54,Aktiv,,2011-12-13,0000-00-00,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7237,9864,GB5011262,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-12-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7238,9865,GB5011397,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7239,9866,GB5011263,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7240,9867,GB5011264,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7241,9869,GB5011265,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7242,9870,GB5011266,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7243,9871,GB5011399,,0,4,16,57,2011,54,Tidak Aktiv,,2011-12-13,2020-05-23,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,,,26,,
7244,9872,GB5011267,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7245,9873,GB5011400,,0,4,16,62,2011,54,Aktiv,,2012-12-13,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7246,9874,GB5011268,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7247,9875,GB5011381,,0,4,16,57,2011,54,Aktiv,,0000-00-00,2020-09-10,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7248,9876,GB5011269,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7249,9877,GB5011270,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2020-05-23,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7250,9878,GB5011271,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-12-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7251,9879,GB5011382,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-09-10,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7252,9880,GB5011272,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7253,9881,GB5011273,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7254,9882,GB5011383,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7255,9883,GB5011274,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-10-25,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7256,9884,GB5011275,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-12-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7257,9885,GB5011384,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-09-10,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7258,9886,GB5011276,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7259,9887,GB5011385,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-11-14,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7260,9888,GB5011277,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7261,9889,GB5011278,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2020-02-21,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7262,9890,GB5011386,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7263,9891,GB5011279,,0,4,16,57,2011,54,Aktiv,,2012-04-16,2021-08-13,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7264,9892,GB5011387,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2019-10-19,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7265,9893,GB5011280,,0,4,16,57,2011,54,Aktiv,,2012-02-28,2020-08-02,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7266,9894,GB5011388,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-09-10,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
7267,9895,GB5011281,,0,4,16,57,2011,54,Aktiv,,2011-12-13,2020-11-15,0000-00-00,"Baotaou Beifang Chuangye Co., Ltd",2,0000-00-00 00:00:00,0000-00-00 00:00:00,DIVRE 4,11.0,26,DEPO GERBONG RJS,54.0
