kode_sarana;kode_sarana_lama;id_kartu;id_jenis;id_sub_jenis;seri;tahun_dinas;id_daops;id_depo;status;negara_asal;tgl_uji_pertama;tgl_masa_uji;tgl_masa_perawatan;pabrikan;id_pemilik;created_at;last_update
GB5014188;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014189;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014190;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014191;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014192;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014193;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014194;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014195;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014196;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014197;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014198;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014199;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014200;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014201;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014202;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014203;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014204;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014205;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014206;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/09/2019;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014207;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014208;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014209;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014210;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014211;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014212;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014213;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014214;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014215;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014216;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014217;;0;4;16;0;2014;26;54;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014218;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014219;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014220;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014221;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014222;;0;4;16;0;2014;26;54;Tidak Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014223;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014224;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014225;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014226;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014227;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014228;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014229;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014230;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014231;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014232;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014233;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014234;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014235;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014236;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014237;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014238;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014239;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014240;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014241;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014242;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014243;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014244;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014245;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014246;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014247;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014248;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014249;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014250;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014251;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;0000-00-00;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014252;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014253;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014254;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014255;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014256;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014257;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014258;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014259;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014260;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014261;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014262;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014263;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014264;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014265;;0;4;16;0;2014;26;54;Tidak Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014266;;0;4;16;0;2014;26;54;Tidak Aktiv;;0000-00-00;02/05/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014267;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014268;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014269;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014270;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014271;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014272;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014273;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014274;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014275;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014276;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014277;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014278;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014279;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014280;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014281;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014282;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/09/2019;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014283;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014284;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014285;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014286;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014287;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014288;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014289;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014290;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014291;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014292;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014293;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014294;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014295;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014296;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014297;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014298;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014299;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014300;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014301;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014302;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;02/08/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014303;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/07/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014304;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/07/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014305;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014306;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/07/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014307;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014308;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/07/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014309;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014310;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;0000-00-00;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014311;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014312;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014313;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/07/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014314;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/07/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014315;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014316;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014317;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014318;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014319;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014320;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/07/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014321;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014322;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/07/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014323;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;26/07/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB5014324;;0;4;16;0;2014;26;54;Aktiv;;0000-00-00;25/10/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;0000-00-00 00:00:00;0000-00-00 00:00:00
