kode_sarana;kode_sarana_lama;id_kartu;id_jenis;id_sub_jenis;seri;tahun_dinas;id_daops;id_depo;status;negara_asal;tgl_uji_pertama;tgl_masa_uji;tgl_masa_perawatan;pabrikan;id_pemilik;created_at;last_update
SR38401;MTT 2151;0;9;22;85;1984;16;43;Aktiv;;0000-00-00;14/02/2020;0000-00-00;PLASSER AND THEURER;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SU07501;HKPW ;0;9;21;188;1975;18;49;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;(kosong);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SU39501;EM - 120;0;9;21;190;1995;8;20;Tidak Aktiv;;0000-00-00;19/08/2021;0000-00-00;PLASSER AND THEURER;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SC38301;HITACHI UDW 90;0;9;20;63;1983;26;66;Aktiv;;0000-00-00;0000-00-00;0000-00-00;HITACHI;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SC39301;GOTTWALD GS100.05;0;9;20;63;1993;18;48;Aktiv;;0000-00-00;0000-00-00;0000-00-00;GOTTWALD;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SC39302;GOTTWALD GS100.05;0;9;20;63;1993;9;22;Aktiv;;0000-00-00;0000-00-00;0000-00-00;GOTTWALD;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN00402;NR 26 / EX. GGW;0;9;19;174;2004;15;40;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN01501;NR 19 / EX. GGW;0;9;19;169;1915;7;57;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN02101;GGR 2429;0;9;19;147;1921;7;14;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN03101;NR 5 /EX.  GGW;0;9;19;177;1931;18;49;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN05801;KB3 58001 /EX.  GGW;0;9;19;161;1958;17;45;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07701;GGW 02/NR 02;0;9;19;149;1977;16;32;Aktiv;;0000-00-00;14/02/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07702;GGW 04/NR 04;0;9;19;150;1977;16;44;Aktiv;;0000-00-00;14/02/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07703;NR 03 / EX. GGW;0;9;19;165;1977;16;43;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07902;GGW ;0;9;19;148;1979;14;36;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07904;GGW 49/GT 30 79 35;0;9;19;157;1979;11;26;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07907;GGW 112/GT 30 79 39;0;9;19;151;1979;11;63;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07909;GGW;0;9;19;148;1979;11;26;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07910;NR 14 /EX. GGW;0;9;19;167;1979;12;28;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07911;NR 27 / EX. GGW;0;9;19;175;1979;12;28;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07912;Ex. DGGW 47;0;9;19;145;1979;13;81;Aktiv;;0000-00-00;01/11/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN07916;NR 2 / EX. GGW / SN08201;0;9;19;170;1982;8;20;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN08402;NR 202 Ex GGW 153;0;9;19;172;1984;10;24;Aktiv;;0000-00-00;15/12/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN08501;GGW 124;0;9;19;152;1985;13;32;Aktiv;;0000-00-00;01/11/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN03102;NRU 7003 / EX. GGW/SN08504;0;9;19;176;1985;18;49;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN09101;NR 20 / EX. GGW;0;9;19;171;1991;26;48;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN08508;NR 105 Ex GGW 105/SN09501;0;9;19;166;1995;10;69;Aktiv;;0000-00-00;22/09/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN08509;NRU 5051 / EX. GGW/SN00101;0;9;19;180;2001;18;55;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN08510;GGWRU 140/SN00201;0;9;19;160;2002;11;27;Aktiv;;0000-00-00;15/03/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN08511;NR 25 ex cabonase 25 / SN00301;0;9;19;173;2003;18;55;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN08202;NR 16 / EX. GGW / SN00401;0;9;19;168;2004;8;20;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN00801;NNW 08501;0;9;19;163;2008;12;30;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN00802;NNW 08502;0;9;19;164;2008;8;20;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN03103;DRU 04/SN00901;0;9;19;145;2009;26;48;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN03104;DRU 7002/SN00902;0;9;19;146;2009;26;48;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN03105;NW 4 ex CRU 7003/SN00903;0;9;19;183;2009;26;66;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN03106;NW 4 ex DRU 5053/SN00904;0;9;19;182;2009;26;66;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN08203;NR 14 /EX. GGW/SN01001;0;9;19;167;2010;18;49;Aktiv;;0000-00-00;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN06401;NR 8505 / SN01002;0;9;19;179;2010;7;15;Aktiv;;0000-00-00;20/10/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN08512;NW 78710/SN01003;0;9;19;184;2010;18;48;Aktiv;;0000-00-00;17/10/2020;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SR38409;PBR 453;0;9;22;116;1984;16;44;Aktiv;;0000-00-00;24/05/2018;0000-00-00;PLASSER AND THEURER;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN31001;NW 87201;0;9;19;185;2010;7;17;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SR38402;MTT 2152;0;9;22;86;1984;14;35;Aktiv;;0000-00-00;07/09/2020;0000-00-00;PLASSER AND THEURER;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SR38403;MTT 2153;0;9;22;87;1984;16;43;Aktiv;;0000-00-00;24/05/2018;0000-00-00;PLASSER AND THEURER;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SR38404;MTT 2154;0;9;22;88;1984;9;22;Aktiv;;0000-00-00;22/08/2021;0000-00-00;PLASSER AND THEURER;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SR38405;MTT 2217;0;9;22;89;1984;12;73;Aktiv;;0000-00-00;01/11/2020;0000-00-00;PLASSER AND THEURER;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SR38406;MTT 2218;0;9;22;90;1984;10;24;Aktiv;;0000-00-00;21/09/2019;0000-00-00;PLASSER AND THEURER;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SR38407;PBR 431;0;9;22;114;1984;13;24;Aktiv;;0000-00-00;21/09/2019;0000-00-00;PLASSER AND THEURER;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SR38408;PBR 452;0;9;22;115;1984;14;35;Aktiv;;0000-00-00;07/09/2020;0000-00-00;PLASSER AND THEURER;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SI37801;K237802/KD2 78202;0;9;23;0;1978;7;14;Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SK38201;K238205/KD2 82205;0;9;41;0;1982;16;43;Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SN38202;K238207/KD2 82207;0;9;19;0;1982;14;20;Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K238211;KD2 82211;0;3;26;0;1982;8;20;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K238220;KD2 82231;0;3;26;0;1982;12;30;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K238001;KD2 80201;0;9;23;0;1980;12;30;Tidak Aktiv;;28/12/2009;14/12/2019;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K238201;KD2 82201;0;9;23;0;1982;12;30;Tidak Aktiv;;28/12/2009;14/12/2019;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K238202;KD2 82202;0;3;26;0;1982;12;30;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K238204;KD2 82204;0;9;19;0;1982;12;30;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K238208;KD2 82208;0;9;23;0;1982;12;30;Tidak Aktiv;;28/12/2009;14/12/2019;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K238212;KD2 82212;0;3;26;0;1982;12;30;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K238214;KD2 82216;0;3;26;0;1982;10;24;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SK38202;K238217/KD2 82224;0;9;41;0;1982;18;49;Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SK38001;K238002/KD2 80202;0;9;41;0;1980;16;43;Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K238218;KD2 82229;0;3;26;0;1982;8;20;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
SK38701;K238702/KD2 87202;0;9;41;0;1987;18;17;Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K320502;KRDE3 05202;0;3;27;0;2005;12;30;Tidak Aktiv;;28/12/2012;28/12/2009;0000-00-00;HOLEC-PT INKA (Persero);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K320503;KRDE3 05203;0;3;27;0;2005;12;30;Tidak Aktiv;;28/12/2012;28/12/2009;0000-00-00;HOLEC-PT INKA (Persero);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K320504;KRDE3 05204;0;3;27;0;2005;12;30;Tidak Aktiv;;28/12/2012;28/12/2009;0000-00-00;HOLEC-PT INKA (Persero);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K320505;KRDE3 05205;0;3;27;0;2005;12;30;Tidak Aktiv;;28/12/2012;28/12/2009;0000-00-00;HOLEC-PT INKA (Persero);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K330801;KRDI3 08201;0;3;27;0;2008;14;35;Aktiv;;19/12/2008;29/03/2017;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
K330802;KRDI3 08202;0;3;27;0;2008;14;35;Aktiv;;19/12/2008;29/03/2017;0000-00-00;PT INKA;2;0000-00-00 00:00:00;0000-00-00 00:00:00
SK38203;KD3 82214/K338205;0;9;41;0;1982;26;66;Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K338202;KD3 82209;0;3;26;0;1982;14;36;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K338212;KD3 82244;0;9;23;0;1982;14;34;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K338214;KD3 82255;0;9;23;0;1982;14;34;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K338215;KD3 82256;0;3;26;0;1982;14;36;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K338207;KD3 82219;0;3;26;0;1982;14;34;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K338701;KD3 87204;0;9;23;0;1987;14;36;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K338206;KD3 82215;0;3;26;0;1982;10;24;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;NIPPON SHARYO (JEPANG);2;0000-00-00 00:00:00;0000-00-00 00:00:00
K319701;KL3-97247;0;2;3;0;1997;24;18;Tidak Aktiv;;0000-00-00;0000-00-00;0000-00-00;HOLEC BN;2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306501;KKBW 23;0;4;16;57;1965;8;21;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306502;KKBW 37;0;4;16;57;1965;8;21;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306503;KKBW 76;0;4;16;57;1965;9;79;Aktiv;;28/12/2009;20/10/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306504;KKBW 87;0;4;16;57;1965;9;79;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306505;KKBW 88;0;4;16;57;1965;8;21;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306506;KKBW 128;0;4;16;57;1965;8;21;Aktiv;;28/12/2009;21/01/2022;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306507;KKBW 132;0;4;16;57;1965;8;21;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306508;KKBW 140;0;4;16;57;1965;8;21;Aktiv;;28/12/2009;21/01/2022;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306509;KKBW 148;0;4;16;57;1965;8;21;Aktiv;;28/12/2009;24/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306510;KKBW 231;0;4;16;57;1965;8;21;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306511;KKBW 232;0;4;16;57;1965;9;79;Aktiv;;28/12/2009;21/01/2022;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306512;KKBW 245;0;4;16;57;1965;8;21;Aktiv;;28/12/2009;21/01/2022;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306513;KKBW 254;0;4;16;57;1965;8;21;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306514;KKBW 258;0;4;16;57;1965;9;79;Aktiv;;28/12/2009;21/01/2022;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306515;KKBW 266;0;4;16;57;1965;8;21;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306516;KKBW 268;0;4;16;57;1965;8;21;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306517;KKBW 269;0;4;16;57;1965;9;79;Aktiv;;28/12/2009;17/03/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306518;KKBW 278;0;4;16;57;1965;8;21;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306519;KKBW 280;0;4;16;57;1965;9;79;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308432;ZZOW 30079;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;24/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308433;ZZOW 30082;0;4;16;58;1984;8;21;Aktiv;;28/12/2009;24/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308434;ZZOW 30083;0;4;16;58;1984;8;21;Tidak Aktiv;;28/12/2009;08/09/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308435;ZZOW 30087;0;4;16;58;1984;8;21;Aktiv;;28/12/2009;24/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308436;ZZOW 30097;0;4;16;58;1984;8;21;Tidak Aktiv;;28/12/2009;21/01/2022;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308437;ZZOW 30103;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;17/03/2019;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308438;ZZOW 30105;0;4;16;58;1984;11;65;Aktiv;;28/12/2009;21/09/2017;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308439;ZZOW 30109;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;24/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308440;ZZOW 30136;0;4;16;58;1984;8;21;Aktiv;;28/12/2009;21/01/2022;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308441;ZZOW 30144;0;4;16;58;1984;8;21;Aktiv;;28/12/2009;24/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308442;ZZOW 30145;0;4;16;58;1984;8;21;Tidak Aktiv;;28/12/2009;24/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308443;ZZOW 30161;0;4;16;58;1984;8;21;Tidak Aktiv;;28/12/2009;24/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308444;ZZOW 30170;0;4;16;58;1984;8;21;Aktiv;;28/12/2009;24/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306520;KKBW 38;0;4;16;57;1965;9;79;Aktiv;;28/12/2009;10/05/2017;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306521;KKBW 41;0;4;16;57;1965;9;23;Tidak Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306522;KKBW 106;0;4;16;57;1965;9;79;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306523;KKBW 137;0;4;16;57;1965;9;79;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306524;KKBW 176;0;4;16;57;1965;9;23;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306525;KKBW 224;0;4;16;57;1965;9;23;Tidak Aktiv;;28/12/2009;08/12/2017;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306526;KKBW 237;0;4;16;57;1965;9;23;Tidak Aktiv;;28/12/2009;10/05/2017;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306527;KKBW 256;0;4;16;57;1965;9;79;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306528;KKBW 273;0;4;16;57;1965;9;23;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB306529;KKBW 277;0;4;16;57;1965;9;23;Tidak Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308445;ZZOW 30084;0;4;16;58;1984;9;23;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308446;ZZOW 30085;0;4;16;58;1984;9;23;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308448;ZZOW 30090;0;4;16;58;1984;9;23;Tidak Aktiv;;28/12/2009;31/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308449;ZZOW 30091;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308450;ZZOW 30094;0;4;16;58;1984;7;19;Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308451;ZZOW 30096;0;4;16;58;1984;9;23;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308453;ZZOW 30101;0;4;16;58;1984;9;23;Tidak Aktiv;;28/12/2009;31/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308454;ZZOW 30104;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308455;ZZOW 30107;0;4;16;58;1984;15;41;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308456;ZZOW 30110;0;4;16;58;1984;9;23;Tidak Aktiv;;28/12/2009;05/12/2017;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308457;ZZOW 30117;0;4;16;58;1984;9;23;Tidak Aktiv;;28/12/2009;31/08/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308458;ZZOW 30131;0;4;16;58;1984;9;79;Aktiv;;0000-00-00;23/10/2021;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308459;ZZOW 30132;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308460;ZZOW 30133;0;4;16;58;1984;7;19;Tidak Aktiv;;28/12/2009;0000-00-00;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308461;ZZOW 30139;0;4;16;58;1984;10;25;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308463;ZZOW 30155;0;4;16;58;1984;9;79;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
GB308464;ZZOW 30160;0;4;16;58;1984;15;41;Aktiv;;28/12/2009;25/10/2020;0000-00-00;ARAD (RUMANIA);2;0000-00-00 00:00:00;0000-00-00 00:00:00
