;id;kode_sarana;kode_sarana_lama;id_kartu;id_jenis;id_sub_jenis;seri;tahun_dinas;id_daops;id_depo;status;negara_asal;tgl_uji_pertama;tgl_masa_uji;tgl_masa_perawatan;pabrikan;id_pemilik;created_at;last_update
59;11647;GD401510;;0;4;7;0;2015;30;71;Aktiv;;2015-03-24;2020-11-16;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
60;11648;SI00901;;0;9;23;0;2009;25;71;Aktiv;;0000-00-00;2021-12-04;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
61;11649;SI00902;;0;9;23;0;2009;25;71;Aktiv;;0000-00-00;2021-12-04;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
62;11650;SI01101;;0;9;23;0;2011;25;71;Aktiv;;0000-00-00;2021-12-04;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
63;11651;SI01102;;0;9;23;0;2011;25;71;Aktiv;;0000-00-00;2021-12-04;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
64;11652;MP301003;;0;11;35;0;2010;25;71;Aktiv;;0000-00-00;2021-12-04;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
65;11653;SN01501(*);;0;9;9;0;2015;35;71;Aktiv;;0000-00-00;0000-00-00;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
66;11736;SR31404;MTT CSM 6042;0;9;22;0;2014;29;71;Aktiv;;2015-04-14;2016-04-14;0000-00-00;PLASSER AND THEURER;1;0000-00-00 00:00:00;0000-00-00 00:00:00
67;11737;SR31406;MTT CSM 6044;0;9;22;0;2014;29;71;Aktiv;;2015-04-14;2020-12-04;0000-00-00;PLASSER AND THEURER;1;0000-00-00 00:00:00;0000-00-00 00:00:00
68;11738;SR31407;MTT CSM 6045;0;9;22;0;2014;32;71;Aktiv;;2015-04-14;2020-11-07;0000-00-00;PLASSER AND THEURER;1;0000-00-00 00:00:00;0000-00-00 00:00:00
69;11739;SU31401;;0;9;21;0;2014;25;71;Aktiv;;2015-04-10;2020-12-04;0000-00-00;;1;0000-00-00 00:00:00;0000-00-00 00:00:00
70;13744;SR31401;MTT CSM 6039;0;9;22;0;2014;28;71;Aktiv;;2014-03-17;2020-12-12;0000-00-00;PLASSER AND THEURER;1;0000-00-00 00:00:00;0000-00-00 00:00:00
71;13745;SR31402;MTT CSM 6040;0;9;22;0;2014;29;24;Aktiv;;2014-09-01;2020-12-13;0000-00-00;PLASSER AND THEURER;1;0000-00-00 00:00:00;0000-00-00 00:00:00
72;13746;SR31403;MTT CSM 6041;0;9;22;0;2014;25;71;Aktiv;;2014-09-01;2020-12-13;0000-00-00;PLASSER AND THEURER;1;0000-00-00 00:00:00;0000-00-00 00:00:00
73;13747;SR31405;MTT CSM 6043;0;9;22;0;2014;32;71;Aktiv;;2014-09-01;2020-11-07;0000-00-00;PLASSER AND THEURER;1;0000-00-00 00:00:00;0000-00-00 00:00:00
74;14961;SI01601;;0;9;23;0;2016;25;71;Aktiv;INDONESIA;2016-03-24;2021-12-04;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
75;14962;GD401601;;0;4;7;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
76;14963;GD401602;;0;4;7;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
77;14964;GD401603;;0;4;7;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
78;14965;GD401604;;0;4;7;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
79;14966;GD401605;;0;4;7;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
80;14967;GD401606;;0;4;7;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
81;14968;GD401607;;0;4;7;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
82;14969;GD401608;;0;4;7;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
83;14970;GD401609;;0;4;7;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
84;14971;GD401610;;0;4;7;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
85;14972;GB351601;;0;4;16;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
86;14973;GB351602;;0;4;16;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
87;14974;GB351603;;0;4;16;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
88;14975;GB351604;;0;4;16;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
89;14976;GB351605;;0;4;16;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
90;14977;GB351606;;0;4;16;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
91;14978;GB351607;;0;4;16;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
92;14979;GB351608;;0;4;16;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
93;14980;GB351609;;0;4;16;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
94;14981;GB351610;;0;4;16;0;2016;32;71;Aktiv;INDONESIA;2016-01-21;2020-12-20;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
95;14982;SI31601;;0;9;23;0;2016;28;71;Aktiv;INDONESIA;2016-04-27;2020-11-29;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
96;14983;SI31602;;0;9;23;0;2016;28;71;Aktiv;INDONESIA;2016-04-27;2020-11-29;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
97;15028;SI30901;;0;9;23;0;2009;29;71;Aktiv;;0000-00-00;2020-12-04;0000-00-00;;1;0000-00-00 00:00:00;0000-00-00 00:00:00
98;15029;SI31101;;0;9;23;0;2011;32;71;Aktiv;;0000-00-00;2020-12-20;0000-00-00;;1;0000-00-00 00:00:00;0000-00-00 00:00:00
99;15101;GD401611;;0;4;7;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
100;15102;GD401612;;0;4;7;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
101;15103;GD401613;;0;4;7;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
102;15104;GD401614;;0;4;7;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
103;15105;GD401615;;0;4;7;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
104;15106;GD401616;;0;4;7;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
105;15107;GD401617;;0;4;7;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
106;15108;GD401618;;0;4;7;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
107;15109;GD401619;;0;4;7;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
108;15110;GD401620;;0;4;7;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
109;15111;GB351611;;0;4;16;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
110;15112;GB351612;;0;4;16;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
111;15113;GB351613;;0;4;16;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
112;15114;GB351614;;0;4;16;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
113;15115;GB351615;;0;4;16;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
114;15116;GB351616;;0;4;16;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
115;15117;GB351617;;0;4;16;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
116;15118;GB351618;;0;4;16;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
117;15119;GB351619;;0;4;16;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
118;15120;GB351620;;0;4;16;0;2016;34;71;Aktiv;INDONESIA;2017-01-06;2020-12-06;0000-00-00;PT INKA;1;0000-00-00 00:00:00;0000-00-00 00:00:00
