"154","BB 202 71 03","BB 202 06","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"155","BB 202 71 04","BB 202 07","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"156","BB 202 71 05","BB 202 08","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"157","BB 203 78 01","BB 203 02","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"158","BB 203 78 02","BB 203 05","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"159","BB 203 78 03","BB 203 06","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"160","BB 203 78 04","BB 203 08","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"161","BB 203 78 05","BB 203 10","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"162","BB 204 83 01","BB 204 08","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"163","BB 204 84 01","BB 204 11","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"164","BB 204 84 02","BB 204 12","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"165","BB 204 84 03","BB 204 13","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"166","BB 204 84 04","BB 204 14","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"167","BB 204 84 05","BB 204 15","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"168","BB 204 84 06","BB 204 16","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"169","BB 300 58 01","BB 300 06","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"170","BB 300 58 02","BB 300 07","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"171","BB 300 58 03","BB 300 12","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"172","BB 300 58 04","BB 300 13","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"173","BB 300 58 05","BB 300 16","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"174","BB 300 58 06","BB 300 17","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"175","BB 300 58 07","BB 300 24","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"176","BB 300 58 08","BB 300 29","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"177","BB 301 64 01","BB 301 08","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"178","BB 301 64 02","BB 301 09","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"179","BB 301 65 01","BB 301 11","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"180","BB 301 65 02","BB 301 12","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"181","BB 301 65 03","BB 301 14","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"182","BB 301 65 04","BB 301 17","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"183","BB 301 65 05","BB 301 18","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"184","BB 301 65 06","BB 301 24","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"185","BB 301 65 07","BB 301 25","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"186","BB 301 65 08","BB 301 26","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"187","BB 301 65 09","BB 301 28","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"188","BB 301 65 10","BB 301 35","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"189","BB 301 65 11","BB 301 39","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"190","BB 301 65 12","BB 301 41","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"191","BB 301 70 01","BB 302 01","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"192","BB 301 70 02","BB 302 02","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"193","BB 301 70 03","BB 302 03","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"194","BB 301 70 04","BB 302 04","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"195","BB 301 70 05","BB 302 05","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"196","BB 301 70 06","BB 302 06","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"197","BB 301 73 01","BB 303 01","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"198","BB 301 73 02","BB 303 05","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"199","BB 301 73 03","BB 303 08","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"200","BB 301 73 04","BB 303 10","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"201","BB 301 75 01","BB 303 19","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"202","BB 301 76 01","BB 303 20","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"203","BB 301 76 02","BB 303 21","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"204","BB 301 78 01","BB 303 22","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"205","BB 303 78 02","BB 303 23","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"206","BB 303 78 03","BB 303 24","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"207","BB 303 78 04","BB 303 25","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"208","BB 303 78 05","BB 303 26","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"209","BB 303 78 06","BB 303 27","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"210","BB 303 78 07","BB 303 33","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"211","BB 303 78 08","BB 303 34","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"212","BB 303 78 09","BB 303 35","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"213","BB 303 78 10","BB 303 36","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"214","BB 303 80 01","BB 303 38","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"215","BB 303 84 01","BB 303 43","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"216","BB 303 84 02","BB 303 44","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"217","BB 303 84 03","BB 303 46","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"218","BB 303 84 04","BB 303 47","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"219","BB 303 84 05","BB 303 48","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"220","BB 303 84 06","BB 303 49","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"221","BB 303 84 07","BB 303 50","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"222","BB 303 84 08","BB 303 51","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"223","BB 303 84 09","BB 303 52","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"224","BB 303 84 10","BB 303 53","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"225","BB 303 84 11","BB 303 54","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"226","BB 303 84 12","BB 303 57","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"227","BB 304 76 02","BB 304 02","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"228","BB 304 76 03","BB 304 03","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"229","BB 304 76 06","BB 304 06","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"230","BB 304 76 08","BB 304 08","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"231","BB 304 76 09","BB 304 09","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"232","BB 304 76 10","BB 304 11","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"233","BB 304 84 01","BB 304 13","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"234","BB 304 84 02","BB 304 16","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"235","BB 304 84 03","BB 304 18","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"236","BB 304 84 04","BB 304 22","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"237","BB 304 84 05","BB 304 24","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"238","BB 304 84 06","BB 304 25","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"239","BB 306 84 01","BB 306 01","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"240","BB 306 84 02","BB 306 02","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"241","BB 306 84 03","BB 306 03","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"242","BB 306 84 04","BB 306 04","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"243","BB 306 84 05","BB 306 05","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"244","BB 306 84 06","BB 306 06","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"245","BB 306 84 07","BB 306 08","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
"246","BB 306 84 08","BB 306 10","2011-03-08","TM.202/III/3/KA-2011","8",NULL,NULL,NULL
