"154","KA.405/SK.94/DJKA/X/19","2019-10-24","SK Dirjen tentang Penetapan Identitas 1 Trainset Yang Terdiri Dari 6 unit Kereta Api Ringan (LRT) Jaboebek","2","6","https://drive.google.com/file/d/15dQD3SZJb8nNOGqAi8Sk7fevsavAyy0d/view?usp=sharing",NULL,NULL
"155","KA.405/SK.100/DJKA/19","2019-11-28","SK Dirjen tentang Penetapan Identitas 40 Unit KRL Seri JR 205","3","40","https://drive.google.com/file/d/1HOHRXjU-LwbQfrQff7H-Ewx4yuR7_hRr/view?usp=sharing",NULL,NULL
"156","KA.405/SK.97/DJKA/19","2019-11-28","SK Dirjen tentang Penetapan Identitas 1 unit Rail Klinik","2","1","https://drive.google.com/file/d/1C6kqlRDNqiAITvYaxILkm1ItueI1mMZ-/view?usp=sharing",NULL,NULL
"157","KA.405/SK.4/DJKA/20","2020-01-08","SK Dirjen tentang Penetapan Identitas 3 Trainset Yang Terdiri Dari 18 unit Kereta Api Ringan (LRT) Jaboebek","2","18","https://drive.google.com/file/d/1VPq6poIBYkILMAOeg9bsecmIX2XZxKjp/view?usp=sharing",NULL,NULL
"158","KA.405/SK.6/DJKA/20","2020-01-28","SK Dirjen tentang Penetapan Identitas 24 Unit KRL Seri JR 205","3","24","https://drive.google.com/file/d/1x7TVnBiuz8uJ85Gj4kITlaN1VZUQUUaD/view?usp=sharing",NULL,NULL
"159","KA.405/SK.8/DJKA/20","2020-01-31","SK Dirjen tentang Penetapan Identitas 276 Gerbong Datar","2","276","https://drive.google.com/file/d/1P0RLL6FAjmjVAD8uFMkIKlh5CR0IpGh9/view?usp=sharing",NULL,NULL
"160","KA.405/A.217/DJKA/2020","2020-05-06","SK Dirjen tentang Penetapan Identitas 24 Unit KRL Seri JR 205","3","24","https://drive.google.com/file/d/1HWQQWu2Pxxg2gwE5mPf6TaEhIEQ8qSBo/view?usp=sharing",NULL,NULL
"161","KP.405/SK.45/DJKA/2020","2020-06-25","SK Dirjen tentang Penetapan Identitas 9 Trainset Yang Terdiri Dari 54 unit Kereta Api Ringan (LRT) Jaboebek","2","54","https://drive.google.com/file/d/1B_f2goGuVg-hn7cDhfNW2FHOudE5G_yz/view?usp=sharing",NULL,NULL
"162","KP.405/SK.46/DJKA/2020","2020-06-25","SK Dirjen tentang Penetapan Identitas 24 Unit KRL Seri JR 205","3","24","https://drive.google.com/file/d/1uel4nLXOR4P9tpUlu8J-E-7dC11S-OlF/view?usp=sharing",NULL,NULL
"163","KA.405/SK.70/DJKA/2020","2020-07-30","SK Dirjen tentang Penetapan Identitas 24 Unit KRL Seri JR 205","3","24","https://drive.google.com/file/d/1tuUJkcF3GjL338COSnx4POId-dfRbVbi/view?usp=sharing","2020-09-03 01:26:38","2020-09-03 01:26:38"
"164","KA.405/SK.74/DJKA/2020","2020-10-05","SK Dirjen tentang Penetapan Identitas 1 Unit Peralatan Khusus Jenis Langsiran (Shunting Loc)","1","1","https://drive.google.com/file/d/1uNVpKzLVuocKSZGZkqbHBMFe9Pmc9QFL/view?usp=sharing","2020-11-26 01:14:12","2020-11-26 01:14:12"
"165","HK.209/SK.81/DJKA/2020","2020-11-24","SK Dirjen tentang Penetapan Identitas 1 unit Peralatan Khusus Jenis Pembangunan dan Perawatan Jalan Rel","13","1","https://drive.google.com/file/d/1CXajHqOG7_S7oUaqckXq8UfyFCnxQ2x3/view?usp=sharing","2020-12-07 07:00:23","2020-12-07 07:00:23"
"166","HK.205/SK.83/DJKA/2020","2020-12-10","SK Dirjen tentang Penetapan Identitas 24 Unit KRL Seri JR 205","3","24","https://drive.google.com/file/d/13VH1wcVKF0lE7tWyhy2FHtDFiCDw-0zs/view?usp=sharing","2020-12-15 06:52:03","2020-12-15 06:52:03"
"167","KA.405/SK.85/DJKA/2020","2020-12-17","SK Dirjen tentang Penetapan Identitas 7 Trainset Yang Terdiri Dari 42 unit Kereta Api Ringan (LRT) Jaboebek","2","42","https://drive.google.com/file/d/1gHbp0GW0gayAOQSjj-so_tPpoymKSMcI/view?usp=sharing","2021-02-03 04:07:01","2021-02-03 04:07:01"
"169","HK.001/1/3/DJKA/2021","2021-03-23","SK Dirjen tentang Penetapan Identitas 11 Trainset Yang terdiri dari 66 unit Kereta Api Ringan (LRT) Jabodebek","2","66","https://drive.google.com/file/d/15HISsg-IGuiYaSg7ytul1YUOj-0fqFTn/view?usp=sharing","2021-04-14 06:20:11","2021-04-14 06:20:11"
"170","KA.607/1/1/DJKA/2021","2021-04-05","SK Dirjen tentang Penetapan Identitas 4 unit Peralatan Khusus","2","4","https://drive.google.com/file/d/15NK8q7gjx_vSLb3LBChgstsV_AMt2T-W/view?usp=sharing","2021-04-14 06:22:02","2021-04-14 06:22:02"
"171","HK.209/1/24/DJKA/2021","2021-05-20","SK Dirjen tentang Perubahan dan Penetapan Identitas 3 unit K2 menjadi K1","2","3","https://drive.google.com/file/d/1FFQeqUWGuRc_EYM5XGZ_a0oV66njUQAT/view?usp=sharing","2021-05-27 02:35:16","2021-05-27 02:35:16"
"172","HK.209/1/25/DJKA/2021","2021-05-20","SK Dirjen tentang Perubahan dan Penetapan Identitas 15 unit Kereta Bagasi Menjadi Kereta Penolong (SN)","2","15","https://drive.google.com/file/d/1Q8EK3LUodX2-4JhZdPdZ9A3YRvvVejx3/view?usp=sharing","2021-05-27 02:37:30","2021-05-27 02:37:30"
"173","HK.209/2/1/DJKA/2021","2021-05-20","SK Dirjen tentang Perubahan dan Penetapan Identitas 14 unit KRD menjadi Peralatan Khusus","2","14","https://drive.google.com/file/d/1ZDUc5Mh0V3WG4A9gmX5decEBNriVn7CC/view?usp=sharing","2021-05-27 02:39:36","2021-05-27 02:39:36"
"174","KA.209/2/2/DJKA/2021","2021-05-31","SK Dirjen tentang Penetapan Identitas 5 unit Peraaltan Khusus (SR)","2","5","https://drive.google.com/file/d/1NGaIeJ8BtT81Qb5GeGrYb12Wn5qQ_Jvl/view?usp=sharing","2021-06-04 07:13:11","2021-06-04 07:13:11"
