id;kode_sarana;kode_sarana_lama;id_kartu;jenis_sarana;sub_jenis_sarana;seri;tahun_dinas;id_daops;id_depo;status;negara_asal;tgl_uji_pertama;tgl_masa_uji;tgl_masa_perawatan;pabrikan;id_pemilik;created_at;last_update;expired_month;expired_year;status_masauji
9818;GB5011232;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2011;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
9805;GB5011219;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2011;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
9778;GB5011201;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2011;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
9776;GB5011200;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2011;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
9770;GB5011196;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2011;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
9765;GB5011193;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2012;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
9746;GB5011183;;;Gerbong;16;57.0;2011;26;54;Aktiv;;16/04/2012;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
12900;GB501281;;;Gerbong;16;0.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
12868;GB501249;;;Gerbong;16;0.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
12863;GB501244;;;Gerbong;16;0.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10724;GB5012392;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10723;GB5012391;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10719;GB5012387;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10702;GB5012370;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10697;GB5012365;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10694;GB5012362;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10668;GB5012336;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10648;GB5012316;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10638;GB5012306;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10611;GB5012279;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10585;GB5012253;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10580;GB5012248;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10541;GB5012209;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10478;GB5012146;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10456;GB5012124;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13006;GB501388;;;Gerbong;16;0.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13001;GB501383;;;Gerbong;16;0.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
12974;GB501356;;;Gerbong;16;0.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
12951;GB501333;;;Gerbong;16;0.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
12949;GB501331;;;Gerbong;16;0.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
12941;GB501323;;;Gerbong;16;0.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10964;GB5013227;;;Gerbong;16;57.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10960;GB5013223;;;Gerbong;16;57.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10941;GB5013204;;;Gerbong;16;57.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10911;GB5013174;;;Gerbong;16;57.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10899;GB5013162;;;Gerbong;16;57.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10889;GB5013152;;;Gerbong;16;57.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10888;GB5013151;;;Gerbong;16;57.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10882;GB5013145;;;Gerbong;16;57.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10861;GB5013125;;;Gerbong;16;57.0;2013;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13086;GB501469;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13081;GB501464;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13605;GB5014588;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13568;GB5014551;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13071;GB501454;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13525;GB5014508;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13522;GB5014505;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13478;GB5014461;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13441;GB5014424;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13438;GB5014421;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13392;GB5014375;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13380;GB5014363;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13301;GB5014284;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13292;GB5014275;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13043;GB501426;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13275;GB5014258;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13270;GB5014253;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13261;GB5014244;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13259;GB5014242;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13258;GB5014241;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13040;GB501423;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13237;GB5014220;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13227;GB5014210;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13222;GB5014205;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13203;GB5014186;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13199;GB5014182;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13154;GB5014137;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13153;GB5014136;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13142;GB5014125;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13128;GB5014111;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13023;GB501406;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
9836;GB5011404;;;Gerbong;16;57.0;3011;26;54;Aktiv;;13/12/2011;21/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
9954;GB5011328;;;Gerbong;16;57.0;2011;26;54;Aktiv;;16/04/2012;22/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
9992;GB5011363;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2011;28/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
9854;GB5011256;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2011;28/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10936;GB5013199;;;Gerbong;16;57.0;2013;26;54;Aktiv;;0000-00-00;28/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13422;GB5014405;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;28/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13361;GB5014344;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;28/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
13136;GB5014119;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;28/02/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-02;2020;Expired
10255;GB5011663;;;Gerbong;16;57.0;2011;26;54;Aktiv;;28/02/2012;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
10240;GB5011649;;;Gerbong;16;57.0;2011;26;54;Aktiv;;28/02/2012;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
10225;GB5011634;;;Gerbong;16;57.0;2011;26;54;Aktiv;;28/02/2012;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
10224;GB5011633;;;Gerbong;16;57.0;2011;26;54;Aktiv;;28/02/2012;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
10221;GB5011630;;;Gerbong;16;57.0;2011;26;54;Aktiv;;28/02/2012;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
10206;GB5011615;;;Gerbong;16;57.0;2011;26;54;Aktiv;;28/02/2012;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
12908;GB501289;;;Gerbong;16;0.0;2012;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
10570;GB5012238;;;Gerbong;16;57.0;2012;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
12838;GB501219;;;Gerbong;16;0.0;2012;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13428;GB5014411;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13418;GB5014401;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13413;GB5014396;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13412;GB5014395;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13409;GB5014392;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13406;GB5014389;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13402;GB5014385;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13400;GB5014383;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13399;GB5014382;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13398;GB5014381;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13384;GB5014367;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13371;GB5014354;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13360;GB5014343;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13356;GB5014339;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13347;GB5014330;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13346;GB5014329;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13345;GB5014328;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13343;GB5014326;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13342;GB5014325;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13338;GB5014321;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13332;GB5014315;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13329;GB5014312;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13322;GB5014305;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13308;GB5014291;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13302;GB5014285;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13297;GB5014280;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13296;GB5014279;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13274;GB5014257;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13273;GB5014256;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13206;GB5014189;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13201;GB5014184;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13156;GB5014139;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
13118;GB5014101;;;Gerbong;16;0.0;2014;26;54;Aktiv;;0000-00-00;25/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
8310;GD4211342;;;Gerbong;7;54.0;2011;26;54;Aktiv;;27/02/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
8295;GD4211326;;;Gerbong;7;54.0;2011;26;54;Aktiv;;27/02/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
8285;GD4211316;;;Gerbong;7;54.0;2011;26;54;Aktiv;;27/02/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
10163;GB5011572;;;Gerbong;16;57.0;2011;26;54;Aktiv;;28/02/2012;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
10150;GB5011559;;;Gerbong;16;57.0;2011;26;54;Aktiv;;28/02/2012;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
10112;GB5011521;;;Gerbong;16;57.0;2011;26;54;Aktiv;;28/02/2012;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
10105;GB5011514;;;Gerbong;16;57.0;2011;26;54;Aktiv;;28/02/2012;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
9909;GB5011374;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2011;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
9860;GB5011260;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2011;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
9760;GB5011191;;;Gerbong;16;57.0;2011;26;54;Aktiv;;13/12/2011;26/04/2020;0000-00-00;"Baotaou Beifang Chuangye Co., Ltd";2;;;2020-04;2020;Expired
10977;GD421299;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
10974;GD421297;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
10972;GD421296;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
10971;GD421295;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
10970;GD421294;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
8455;GD421293;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
10969;GD421292;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
10968;GD421291;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
8435;GD421266;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
8426;GD421257;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
8424;GD421255;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
8416;GD421247;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
10999;GD4212120;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/12/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
8380;GD421212;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/05/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
10998;GD4212119;;;Gerbong;7;54.0;2012;26;54;Aktiv;;31/12/2012;26/04/2020;0000-00-00;PT INKA;2;;;2020-04;2020;Expired
