id;kode_sarana;kode_sarana_lama;id_kartu;jenis_sarana;sub_jenis_sarana;seri;tahun_dinas;id_daops;id_depo;status;negara_asal;tgl_uji_pertama;tgl_masa_uji;tgl_masa_perawatan;pabrikan;id_pemilik;created_at;last_update;expired_month;expired_year;status_masauji
12607;GD4214295;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12606;GD4214294;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12605;GD4214293;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12604;GD4214292;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12603;GD4214291;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12602;GD4214290;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12341;GD421429;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12601;GD4214289;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12600;GD4214288;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12599;GD4214287;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12598;GD4214286;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12597;GD4214285;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12596;GD4214284;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12595;GD4214283;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12592;GD4214280;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12340;GD421428;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12583;GD4214271;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12581;GD4214269;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12556;GD4214244;;;Gerbong;7;0.0;2014;7;19;Aktiv;;23/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12537;GD4214225;;;Gerbong;7;0.0;2014;7;19;Aktiv;;06/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12536;GD4214224;;;Gerbong;7;0.0;2014;7;19;Aktiv;;06/10/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12334;GD421422;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12325;GD421413;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12424;GD4214112;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12422;GD4214110;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12323;GD421411;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12420;GD4214108;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12419;GD4214107;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12417;GD4214105;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12320;GD421408;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12315;GD421403;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12314;GD421402;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
12313;GD421401;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;31/08/2020;0000-00-00;PT INKA;2;;;2020-08;2020;Expired
3123;GD421027;;;Gerbong;7;54.0;2010;7;19;Aktiv;;28/12/2009;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
3109;GD421013;;;Gerbong;7;54.0;2010;7;19;Aktiv;;28/12/2009;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
3107;GD421011;;;Gerbong;7;54.0;2010;7;19;Aktiv;;28/12/2009;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7548;GD421187;;;Gerbong;7;54.0;2011;7;19;Aktiv;;03/02/2012;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
8805;GD421156;;;Gerbong;7;54.0;2011;7;19;Aktiv;;03/02/2012;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7707;GD4211245;;;Gerbong;7;54.0;2011;7;19;Aktiv;;27/02/2012;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7615;GD4211153;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7833;GD421114;;;Gerbong;7;54.0;2011;7;19;Aktiv;;31/07/2012;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7572;GD4211111;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7885;GD4212465;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7868;GD4212453;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
9033;GD4212426;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7826;GD4212335;;;Gerbong;7;54.0;2012;7;19;Aktiv;;17/01/2013;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7778;GD4212290;;;Gerbong;7;54.0;2012;7;19;Aktiv;;28/12/2012;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7763;GD4212275;;;Gerbong;7;54.0;2012;7;19;Aktiv;;28/12/2012;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12367;GD421455;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12769;GD4214458;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12762;GD4214451;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12759;GD4214448;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12758;GD4214447;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12756;GD4214445;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12748;GD4214437;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12747;GD4214436;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12746;GD4214435;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12744;GD4214433;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12743;GD4214432;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12737;GD4214425;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12735;GD4214423;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12730;GD4214418;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12728;GD4214416;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12727;GD4214415;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12725;GD4214413;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12722;GD4214410;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12721;GD4214409;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12720;GD4214408;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12719;GD4214407;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12717;GD4214405;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12715;GD4214403;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12714;GD4214402;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12712;GD4214400;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12711;GD4214399;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12710;GD4214398;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12709;GD4214397;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12699;GD4214387;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12698;GD4214386;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12697;GD4214385;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12696;GD4214384;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12695;GD4214383;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12694;GD4214382;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12693;GD4214381;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12692;GD4214380;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12690;GD4214378;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12687;GD4214375;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12686;GD4214374;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12685;GD4214373;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12684;GD4214372;;;Gerbong;7;0.0;2014;7;19;Aktiv;;02/12/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12590;GD4214278;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12589;GD4214277;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12586;GD4214274;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12585;GD4214273;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12580;GD4214268;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12579;GD4214267;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12578;GD4214266;;;Gerbong;7;0.0;2014;7;19;Aktiv;;27/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12555;GD4214243;;;Gerbong;7;0.0;2014;7;19;Aktiv;;23/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12554;GD4214242;;;Gerbong;7;0.0;2014;7;19;Aktiv;;23/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12553;GD4214241;;;Gerbong;7;0.0;2014;7;19;Aktiv;;23/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12552;GD4214240;;;Gerbong;7;0.0;2014;7;19;Aktiv;;23/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12551;GD4214239;;;Gerbong;7;0.0;2014;7;19;Aktiv;;23/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12546;GD4214234;;;Gerbong;7;0.0;2014;7;19;Aktiv;;23/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12543;GD4214231;;;Gerbong;7;0.0;2014;7;19;Aktiv;;23/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12539;GD4214227;;;Gerbong;7;0.0;2014;7;19;Aktiv;;06/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12538;GD4214226;;;Gerbong;7;0.0;2014;7;19;Aktiv;;06/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12534;GD4214222;;;Gerbong;7;0.0;2014;7;19;Aktiv;;06/10/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12328;GD421416;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
12316;GD421404;;;Gerbong;7;0.0;2014;7;19;Aktiv;;22/07/2014;21/09/2020;0000-00-00;PT INKA;2;;;2020-09;2020;Expired
7552;GD421191;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
10024;GD421136;;;Gerbong;7;54.0;2011;7;19;Aktiv;;31/07/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7862;GD421134;;;Gerbong;7;54.0;2011;7;19;Aktiv;;31/07/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
9380;GD421130;;;Gerbong;7;54.0;2011;7;19;Aktiv;;31/07/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7696;GD4211234;;;Gerbong;7;54.0;2011;7;19;Aktiv;;27/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7675;GD4211213;;;Gerbong;7;54.0;2011;7;19;Aktiv;;27/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7671;GD4211209;;;Gerbong;7;54.0;2011;7;19;Aktiv;;27/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7664;GD4211202;;;Gerbong;7;54.0;2011;7;19;Aktiv;;27/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7660;GD4211198;;;Gerbong;7;54.0;2011;7;19;Aktiv;;14/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7649;GD4211187;;;Gerbong;7;54.0;2011;7;19;Aktiv;;14/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7647;GD4211185;;;Gerbong;7;54.0;2011;7;19;Aktiv;;14/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7639;GD4211177;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7635;GD4211173;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7630;GD4211168;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7628;GD4211166;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7625;GD4211163;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7620;GD4211158;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7619;GD4211157;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7616;GD4211154;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7608;GD4211146;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7607;GD4211145;;;Gerbong;7;54.0;2011;7;19;Aktiv;;22/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7591;GD4211130;;;Gerbong;7;54.0;2011;7;19;Aktiv;;22/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7831;GD421113;;;Gerbong;7;54.0;2011;7;19;Aktiv;;31/07/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7587;GD4211126;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7585;GD4211124;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7582;GD4211121;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
11020;GD4211120;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7580;GD4211119;;;Gerbong;7;54.0;2011;7;19;Aktiv;;20/02/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
9361;GD421101;;;Gerbong;7;54.0;2011;7;19;Aktiv;;31/07/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
9067;GD4212509;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
9051;GD4212493;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7902;GD4212479;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7896;GD4212474;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7895;GD4212473;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7887;GD4212467;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7886;GD4212466;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7883;GD4212464;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7881;GD4212462;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7860;GD4212448;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7852;GD4212440;;;Gerbong;7;54.0;2012;7;19;Aktiv;;29/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7819;GD4212331;;;Gerbong;7;54.0;2012;7;19;Aktiv;;17/01/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7802;GD4212314;;;Gerbong;7;54.0;2012;7;19;Aktiv;;28/12/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7788;GD4212300;;;Gerbong;7;54.0;2012;7;19;Aktiv;;28/12/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7777;GD4212289;;;Gerbong;7;54.0;2012;7;19;Aktiv;;28/12/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7776;GD4212288;;;Gerbong;7;54.0;2012;7;19;Aktiv;;28/12/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7756;GD4212268;;;Gerbong;7;54.0;2012;7;19;Aktiv;;28/12/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7733;GD4212245;;;Gerbong;7;54.0;2012;7;19;Aktiv;;28/12/2012;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
8035;GD421389;;;Gerbong;7;54.0;2013;7;19;Aktiv;;26/06/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
8025;GD421380;;;Gerbong;7;54.0;2013;7;19;Aktiv;;26/06/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7997;GD421364;;;Gerbong;7;54.0;2013;7;19;Aktiv;;26/06/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7990;GD421359;;;Gerbong;7;54.0;2013;7;19;Aktiv;;26/06/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7987;GD421357;;;Gerbong;7;54.0;2013;7;19;Aktiv;;26/06/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7978;GD421351;;;Gerbong;7;54.0;2013;7;19;Aktiv;;26/06/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7946;GD421328;;;Gerbong;7;54.0;2013;7;19;Aktiv;;26/06/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
9097;GD4213257;;;Gerbong;7;54.0;2013;7;19;Aktiv;;0000-00-00;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
9089;GD4213225;;;Gerbong;7;54.0;2013;7;19;Aktiv;;0000-00-00;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
9087;GD4213223;;;Gerbong;7;54.0;2013;7;19;Aktiv;;0000-00-00;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
12288;GD4213196;;;Gerbong;7;0.0;2013;7;19;Aktiv;;22/01/2014;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
8096;GD4213183;;;Gerbong;7;54.0;2013;7;19;Aktiv;;0000-00-00;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7931;GD421315;;;Gerbong;7;54.0;2013;7;19;Aktiv;;26/06/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
7924;GD421308;;;Gerbong;7;54.0;2013;7;19;Aktiv;;26/06/2013;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
12771;GD4214460;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
12767;GD4214456;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
12766;GD4214455;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
12764;GD4214453;;;Gerbong;7;0.0;2014;7;19;Aktiv;;08/12/2014;26/10/2020;0000-00-00;PT INKA;2;;;2020-10;2020;Expired
